rep	mean_score	4Amp_score	4Noamp_score	4s_score	other_score	4Amp_precision	4Noamp_precision	4s_precision	other_precision	4Amp_recall	4Noamp_recall	4s_recall	other_recall	4Amp_f1	4Noamp_f1	4s_f1	other_f1	4Amp_support	4Noamp_support	4s_support	other_support
0	0.75	0.9166666666666666	0.9577464788732394	0.6190476190476191	0.25	0.814814814815	0.739130434783	0.8125	0.615384615385	0.916666666667	0.957746478873	0.619047619048	0.25	0.862745098039	0.834355828221	0.702702702703	0.355555555556	24	71	21	32
1	0.6959459459459459	0.7407407407407407	0.9577464788732394	0.375	0.2647058823529412	0.909090909091	0.731182795699	0.4	0.5	0.740740740741	0.957746478873	0.375	0.264705882353	0.816326530612	0.829268292683	0.387096774194	0.346153846154	27	71	16	34
2	0.7027027027027027	0.8275862068965517	0.958904109589041	0.26666666666666666	0.1935483870967742	0.8	0.744680851064	0.333333333333	0.5	0.827586206897	0.958904109589	0.266666666667	0.193548387097	0.813559322034	0.838323353293	0.296296296296	0.279069767442	29	73	15	31
3	0.7905405405405406	0.8333333333333334	0.9375	0.4	0.5833333333333334	0.714285714286	0.872093023256	0.888888888889	0.56	0.833333333333	0.9375	0.4	0.583333333333	0.769230769231	0.903614457831	0.551724137931	0.571428571429	24	80	20	24
4	0.7837837837837838	0.8	0.9404761904761905	0.42105263157894735	0.45	0.869565217391	0.858695652174	0.8	0.391304347826	0.8	0.940476190476	0.421052631579	0.45	0.833333333333	0.897727272727	0.551724137931	0.418604651163	25	84	19	20
5	0.8378378378378378	0.9565217391304348	0.9523809523809523	0.5	0.5789473684210527	0.88	0.879120879121	0.846153846154	0.578947368421	0.95652173913	0.952380952381	0.5	0.578947368421	0.916666666667	0.914285714286	0.628571428571	0.578947368421	23	84	22	19
6	0.8040540540540541	0.8620689655172413	0.9625	0.5625	0.34782608695652173	0.833333333333	0.827956989247	1.0	0.5	0.862068965517	0.9625	0.5625	0.347826086957	0.847457627119	0.890173410405	0.72	0.410256410256	29	80	16	23
7	0.777027027027027	0.8666666666666667	0.9565217391304348	0.5909090909090909	0.37037037037037035	0.896551724138	0.741573033708	0.928571428571	0.625	0.866666666667	0.95652173913	0.590909090909	0.37037037037	0.881355932203	0.835443037975	0.722222222222	0.46511627907	30	69	22	27
8	0.7162162162162162	0.7142857142857143	0.9743589743589743	0.42105263157894735	0.23333333333333334	0.833333333333	0.745098039216	0.666666666667	0.4375	0.714285714286	0.974358974359	0.421052631579	0.233333333333	0.769230769231	0.844444444444	0.516129032258	0.304347826087	21	78	19	30
9	0.7297297297297297	0.8846153846153846	0.9428571428571428	0.5	0.29411764705882354	0.92	0.733333333333	0.5625	0.588235294118	0.884615384615	0.942857142857	0.5	0.294117647059	0.901960784314	0.825	0.529411764706	0.392156862745	26	70	18	34
10	0.7432432432432432	0.8235294117647058	0.9545454545454546	0.47619047619047616	0.3333333333333333	0.848484848485	0.75	1.0	0.428571428571	0.823529411765	0.954545454545	0.47619047619	0.333333333333	0.835820895522	0.84	0.645161290323	0.375	34	66	21	27
11	0.7837837837837838	0.6896551724137931	0.9493670886075949	0.7142857142857143	0.4230769230769231	0.909090909091	0.773195876289	0.833333333333	0.647058823529	0.689655172414	0.949367088608	0.714285714286	0.423076923077	0.78431372549	0.852272727273	0.769230769231	0.511627906977	29	79	14	26
12	0.8040540540540541	0.9259259259259259	0.9620253164556962	0.6666666666666666	0.2962962962962963	0.833333333333	0.835164835165	0.769230769231	0.571428571429	0.925925925926	0.962025316456	0.666666666667	0.296296296296	0.877192982456	0.894117647059	0.714285714286	0.390243902439	27	79	15	27
