rep	mean_score	MYCNA_score	4_score	4s_score	other_score	MYCNA_precision	4_precision	4s_precision	other_precision	MYCNA_recall	4_recall	4s_recall	other_recall	MYCNA_f1	4_f1	4s_f1	other_f1	MYCNA_support	4_support	4s_support	other_support
0	0.7248322147651006	0.7878787878787878	0.9864864864864865	0.23529411764705882	0.2	0.9629629629629629	0.6886792452830188	0.5714285714285714	0.5555555555555556	0.7878787878787878	0.9864864864864865	0.23529411764705882	0.2	0.8666666666666665	0.8111111111111111	0.3333333333333333	0.29411764705882354	33	74	17	25
1	0.7315436241610739	0.8484848484848485	0.9459459459459459	0.47058823529411764	0.12	0.9032258064516129	0.7368421052631579	0.5333333333333333	0.375	0.8484848484848485	0.9459459459459459	0.47058823529411764	0.12	0.875	0.8284023668639052	0.5	0.18181818181818182	33	74	17	25
2	0.6912751677852349	0.6666666666666666	0.972972972972973	0.23529411764705882	0.2	0.9166666666666666	0.6371681415929203	0.6666666666666666	0.8333333333333334	0.6666666666666666	0.972972972972973	0.23529411764705882	0.2	0.7719298245614035	0.7700534759358288	0.3478260869565218	0.3225806451612903	33	74	17	25
3	0.7248322147651006	0.7575757575757576	0.9324324324324325	0.47058823529411764	0.24	0.9259259259259259	0.69	0.6666666666666666	0.6	0.7575757575757576	0.9324324324324325	0.47058823529411764	0.24	0.8333333333333334	0.793103448275862	0.5517241379310345	0.34285714285714286	33	74	17	25
4	0.7114093959731543	0.7272727272727273	0.972972972972973	0.4117647058823529	0.12	0.8888888888888888	0.6545454545454545	0.875	0.75	0.7272727272727273	0.972972972972973	0.4117647058823529	0.12	0.7999999999999999	0.782608695652174	0.56	0.20689655172413793	33	74	17	25
5	0.7583892617449665	0.8181818181818182	0.972972972972973	0.47058823529411764	0.24	0.9310344827586207	0.7128712871287128	0.8	0.6666666666666666	0.8181818181818182	0.972972972972973	0.47058823529411764	0.24	0.8709677419354839	0.8228571428571428	0.5925925925925927	0.3529411764705882	33	74	17	25
6	0.7315436241610739	0.7575757575757576	0.9459459459459459	0.6470588235294118	0.12	0.8928571428571429	0.7	0.7857142857142857	0.42857142857142855	0.7575757575757576	0.9459459459459459	0.6470588235294118	0.12	0.819672131147541	0.8045977011494254	0.7096774193548386	0.1875	33	74	17	25
7	0.697986577181208	0.7878787878787878	0.918918918918919	0.35294117647058826	0.16	0.8666666666666667	0.6732673267326733	0.6666666666666666	0.4444444444444444	0.7878787878787878	0.918918918918919	0.35294117647058826	0.16	0.8253968253968254	0.7771428571428572	0.46153846153846156	0.23529411764705882	33	74	17	25
8	0.7046979865771812	0.7272727272727273	0.9324324324324325	0.35294117647058826	0.24	0.9230769230769231	0.69	0.6666666666666666	0.42857142857142855	0.7272727272727273	0.9324324324324325	0.35294117647058826	0.24	0.8135593220338984	0.793103448275862	0.46153846153846156	0.30769230769230765	33	74	17	25
9	0.7114093959731543	0.6363636363636364	0.972972972972973	0.47058823529411764	0.2	0.9130434782608695	0.6666666666666666	0.7272727272727273	0.7142857142857143	0.6363636363636364	0.972972972972973	0.47058823529411764	0.2	0.75	0.7912087912087912	0.5714285714285714	0.3125	33	74	17	25
