rep	mean_score	4Amp_score	4Noamp_score	4s_score	other_score	4Amp_precision	4Noamp_precision	4s_precision	other_precision	4Amp_recall	4Noamp_recall	4s_recall	other_recall	4Amp_f1	4Noamp_f1	4s_f1	other_f1	4Amp_support	4Noamp_support	4s_support	other_support
0	0.7635135135135135	0.7894736842105263	0.9428571428571428	0.6428571428571429	0.3076923076923077	0.909090909091	0.795180722892	0.529411764706	0.533333333333	0.789473684211	0.942857142857	0.642857142857	0.307692307692	0.845070422535	0.862745098039	0.58064516129	0.390243902439	38	70	14	26
1	0.7635135135135135	0.7916666666666666	0.9615384615384616	0.6111111111111112	0.2857142857142857	0.76	0.789473684211	0.733333333333	0.615384615385	0.791666666667	0.961538461538	0.611111111111	0.285714285714	0.775510204082	0.867052023121	0.666666666667	0.390243902439	24	78	18	28
2	0.7837837837837838	0.8928571428571429	0.96	0.6111111111111112	0.2962962962962963	0.806451612903	0.827586206897	0.6875	0.571428571429	0.892857142857	0.96	0.611111111111	0.296296296296	0.847457627119	0.888888888889	0.647058823529	0.390243902439	28	75	18	27
3	0.75	0.75	0.9710144927536232	0.4583333333333333	0.4838709677419355	0.857142857143	0.797619047619	0.647058823529	0.576923076923	0.75	0.971014492754	0.458333333333	0.483870967742	0.8	0.875816993464	0.536585365854	0.526315789474	24	69	24	31
4	0.7094594594594594	0.8275862068965517	0.9420289855072463	0.5625	0.20588235294117646	0.888888888889	0.730337078652	0.529411764706	0.466666666667	0.827586206897	0.942028985507	0.5625	0.205882352941	0.857142857143	0.822784810127	0.545454545455	0.285714285714	29	69	16	34
5	0.777027027027027	0.8888888888888888	0.948051948051948	0.5882352941176471	0.2962962962962963	0.888888888889	0.768421052632	0.769230769231	0.615384615385	0.888888888889	0.948051948052	0.588235294118	0.296296296296	0.888888888889	0.848837209302	0.666666666667	0.4	27	77	17	27
6	0.7905405405405406	0.8571428571428571	0.9868421052631579	0.35294117647058826	0.4444444444444444	0.827586206897	0.824175824176	0.75	0.6	0.857142857143	0.986842105263	0.352941176471	0.444444444444	0.842105263158	0.898203592814	0.48	0.510638297872	28	76	17	27
7	0.7567567567567568	0.84375	0.9166666666666666	0.5333333333333333	0.3793103448275862	0.964285714286	0.80487804878	0.470588235294	0.52380952381	0.84375	0.916666666667	0.533333333333	0.379310344828	0.9	0.857142857143	0.5	0.44	32	72	15	29
8	0.75	0.7407407407407407	0.958904109589041	0.8125	0.25	0.8	0.777777777778	0.619047619048	0.666666666667	0.740740740741	0.958904109589	0.8125	0.25	0.769230769231	0.858895705521	0.702702702703	0.363636363636	27	73	16	32
9	0.75	0.9032258064516129	0.9420289855072463	0.42105263157894735	0.3448275862068966	0.777777777778	0.792682926829	0.615384615385	0.588235294118	0.903225806452	0.942028985507	0.421052631579	0.344827586207	0.835820895522	0.860927152318	0.5	0.434782608696	31	69	19	29
10	0.7162162162162162	0.8387096774193549	0.9014084507042254	0.42857142857142855	0.3125	0.866666666667	0.761904761905	0.428571428571	0.5	0.838709677419	0.901408450704	0.428571428571	0.3125	0.852459016393	0.825806451613	0.428571428571	0.384615384615	31	71	14	32
11	0.7027027027027027	0.84	0.9838709677419355	0.5909090909090909	0.23076923076923078	0.75	0.701149425287	0.590909090909	0.818181818182	0.84	0.983870967742	0.590909090909	0.230769230769	0.792452830189	0.818791946309	0.590909090909	0.36	25	62	22	39
12	0.8040540540540541	0.9090909090909091	1.0	0.5294117647058824	0.2962962962962963	0.740740740741	0.845360824742	0.818181818182	0.615384615385	0.909090909091	1.0	0.529411764706	0.296296296296	0.816326530612	0.916201117318	0.642857142857	0.4	22	82	17	27
13	0.7635135135135135	0.7916666666666666	0.9487179487179487	0.6470588235294118	0.3103448275862069	0.76	0.795698924731	0.785714285714	0.5625	0.791666666667	0.948717948718	0.647058823529	0.310344827586	0.775510204082	0.865497076023	0.709677419355	0.4	24	78	17	29
14	0.7635135135135135	0.875	0.9333333333333333	0.7333333333333333	0.3235294117647059	0.677419354839	0.833333333333	0.578947368421	0.785714285714	0.875	0.933333333333	0.733333333333	0.323529411765	0.763636363636	0.880503144654	0.647058823529	0.458333333333	24	75	15	34
15	0.777027027027027	0.7931034482758621	0.9736842105263158	0.7142857142857143	0.27586206896551724	0.884615384615	0.813186813187	0.526315789474	0.666666666667	0.793103448276	0.973684210526	0.714285714286	0.275862068966	0.836363636364	0.88622754491	0.606060606061	0.390243902439	29	76	14	29
