rep	mean_score	4Amp_score	4Noamp_score	4s_score	other_score	4Amp_precision	4Noamp_precision	4s_precision	other_precision	4Amp_recall	4Noamp_recall	4s_recall	other_recall	4Amp_f1	4Noamp_f1	4s_f1	other_f1	4Amp_support	4Noamp_support	4s_support	other_support
0	0.7297297297297297	0.8571428571428571	0.9466666666666667	0.42857142857142855	0.22580645161290322	0.8	0.739583333333	0.666666666667	0.538461538462	0.857142857143	0.946666666667	0.428571428571	0.225806451613	0.827586206897	0.830409356725	0.521739130435	0.318181818182	28	75	14	31
1	0.6959459459459459	0.8484848484848485	0.9393939393939394	0.6	0.11764705882352941	0.8	0.673913043478	0.6	0.666666666667	0.848484848485	0.939393939394	0.6	0.117647058824	0.823529411765	0.784810126582	0.6	0.2	33	66	15	34
2	0.7297297297297297	0.7419354838709677	0.9605263157894737	0.5833333333333334	0.1724137931034483	0.851851851852	0.737373737374	0.538461538462	0.555555555556	0.741935483871	0.960526315789	0.583333333333	0.172413793103	0.793103448276	0.834285714286	0.56	0.263157894737	31	76	12	29
3	0.7027027027027027	0.7307692307692307	0.9743589743589743	0.21052631578947367	0.2	0.76	0.730769230769	0.8	0.357142857143	0.730769230769	0.974358974359	0.210526315789	0.2	0.745098039216	0.835164835165	0.333333333333	0.25641025641	26	78	19	25
4	0.75	0.9230769230769231	1.0	0.5	0.19444444444444445	0.774193548387	0.747474747475	0.6	0.875	0.923076923077	1.0	0.5	0.194444444444	0.842105263158	0.85549132948	0.545454545455	0.318181818182	26	74	12	36
5	0.6891891891891891	0.7741935483870968	0.9846153846153847	0.47619047619047616	0.12903225806451613	0.8	0.673684210526	0.666666666667	0.5	0.774193548387	0.984615384615	0.47619047619	0.129032258065	0.786885245902	0.8	0.555555555556	0.205128205128	31	65	21	31
6	0.7094594594594594	0.8214285714285714	0.9701492537313433	0.30434782608695654	0.3333333333333333	0.821428571429	0.684210526316	1.0	0.555555555556	0.821428571429	0.970149253731	0.304347826087	0.333333333333	0.821428571429	0.802469135802	0.466666666667	0.416666666667	28	67	23	30
7	0.7162162162162162	0.8260869565217391	0.9866666666666667	0.47368421052631576	0.12903225806451613	0.863636363636	0.660714285714	1.0	0.8	0.826086956522	0.986666666667	0.473684210526	0.129032258065	0.844444444444	0.791443850267	0.642857142857	0.222222222222	23	75	19	31
8	0.7162162162162162	0.8620689655172413	0.9722222222222222	0.22727272727272727	0.24	0.862068965517	0.729166666667	0.625	0.4	0.862068965517	0.972222222222	0.227272727273	0.24	0.862068965517	0.833333333333	0.333333333333	0.3	29	72	22	25
9	0.722972972972973	0.6875	1.0	0.18181818181818182	0.43478260869565216	0.88	0.739583333333	1.0	0.434782608696	0.6875	1.0	0.181818181818	0.434782608696	0.771929824561	0.850299401198	0.307692307692	0.434782608696	32	71	22	23
10	0.7432432432432432	0.8076923076923077	0.9333333333333333	0.45	0.37037037037037035	0.7	0.786516853933	0.818181818182	0.555555555556	0.807692307692	0.933333333333	0.45	0.37037037037	0.75	0.853658536585	0.58064516129	0.444444444444	26	75	20	27
11	0.7364864864864865	0.7857142857142857	0.9620253164556962	0.6	0.16129032258064516	0.785714285714	0.767676767677	0.461538461538	0.625	0.785714285714	0.962025316456	0.6	0.161290322581	0.785714285714	0.85393258427	0.521739130435	0.25641025641	28	79	10	31
12	0.7837837837837838	0.8518518518518519	0.9753086419753086	0.29411764705882354	0.391304347826087	0.92	0.79797979798	0.714285714286	0.529411764706	0.851851851852	0.975308641975	0.294117647059	0.391304347826	0.884615384615	0.877777777778	0.416666666667	0.45	27	81	17	23
13	0.7364864864864865	0.8095238095238095	0.9512195121951219	0.4117647058823529	0.25	0.739130434783	0.772277227723	0.875	0.4375	0.809523809524	0.951219512195	0.411764705882	0.25	0.772727272727	0.852459016393	0.56	0.318181818182	21	82	17	28
14	0.6959459459459459	0.7857142857142857	0.9722222222222222	0.3181818181818182	0.15384615384615385	0.846153846154	0.693069306931	0.583333333333	0.444444444444	0.785714285714	0.972222222222	0.318181818182	0.153846153846	0.814814814815	0.809248554913	0.411764705882	0.228571428571	28	72	22	26
15	0.6891891891891891	0.8	0.9558823529411765	0.3	0.23333333333333334	0.75	0.698924731183	0.75	0.466666666667	0.8	0.955882352941	0.3	0.233333333333	0.774193548387	0.807453416149	0.428571428571	0.311111111111	30	68	20	30
16	0.7094594594594594	0.8333333333333334	0.9863013698630136	0.3684210526315789	0.1875	0.833333333333	0.727272727273	0.538461538462	0.5	0.833333333333	0.986301369863	0.368421052632	0.1875	0.833333333333	0.837209302326	0.4375	0.272727272727	24	73	19	32
17	0.7567567567567568	0.7931034482758621	0.9487179487179487	0.3	0.42857142857142855	0.821428571429	0.822222222222	0.666666666667	0.428571428571	0.793103448276	0.948717948718	0.3	0.428571428571	0.80701754386	0.880952380952	0.413793103448	0.428571428571	29	78	20	21
18	0.6891891891891891	0.6923076923076923	0.972972972972973	0.5	0.14705882352941177	0.857142857143	0.660550458716	0.583333333333	0.833333333333	0.692307692308	0.972972972973	0.5	0.147058823529	0.765957446809	0.786885245902	0.538461538462	0.25	26	74	14	34
19	0.7702702702702703	0.8571428571428571	0.9733333333333334	0.4375	0.3448275862068966	0.8	0.744897959184	1.0	0.769230769231	0.857142857143	0.973333333333	0.4375	0.344827586207	0.827586206897	0.843930635838	0.608695652174	0.47619047619	28	75	16	29
20	0.777027027027027	0.9166666666666666	0.9651162790697675	0.7777777777777778	0.10344827586206896	0.785714285714	0.838383838384	0.466666666667	0.5	0.916666666667	0.96511627907	0.777777777778	0.103448275862	0.846153846154	0.897297297297	0.583333333333	0.171428571429	24	86	9	29
21	0.7094594594594594	0.6296296296296297	0.9736842105263158	0.23809523809523808	0.375	0.809523809524	0.725490196078	0.833333333333	0.473684210526	0.62962962963	0.973684210526	0.238095238095	0.375	0.708333333333	0.831460674157	0.37037037037	0.418604651163	27	76	21	24
22	0.6891891891891891	0.8125	0.984375	0.3	0.21875	0.764705882353	0.677419354839	0.857142857143	0.5	0.8125	0.984375	0.3	0.21875	0.787878787879	0.802547770701	0.444444444444	0.304347826087	32	64	20	32
23	0.7027027027027027	0.84	0.972972972972973	0.3	0.1724137931034483	0.807692307692	0.734693877551	0.666666666667	0.333333333333	0.84	0.972972972973	0.3	0.172413793103	0.823529411765	0.837209302326	0.413793103448	0.227272727273	25	74	20	29
