rep	mean_score	MYCNA_score	4_score	4s_score	other_score	MYCNA_precision	4_precision	4s_precision	other_precision	MYCNA_recall	4_recall	4s_recall	other_recall	MYCNA_f1	4_f1	4s_f1	other_f1	MYCNA_support	4_support	4s_support	other_support
0	0.8120805369127517	0.9090909090909091	0.9594594594594594	0.5882352941176471	0.4	0.967741935483871	0.8452380952380952	0.5882352941176471	0.5882352941176471	0.9090909090909091	0.9594594594594594	0.5882352941176471	0.4	0.9374999999999999	0.8987341772151899	0.5882352941176471	0.4761904761904762	33	74	17	25
1	0.785234899328859	0.8484848484848485	0.9864864864864865	0.5294117647058824	0.28	0.9655172413793104	0.776595744680851	0.6	0.6363636363636364	0.8484848484848485	0.9864864864864865	0.5294117647058824	0.28	0.9032258064516129	0.8690476190476191	0.5625	0.3888888888888889	33	74	17	25
2	0.7919463087248322	0.8181818181818182	0.972972972972973	0.6470588235294118	0.32	0.9642857142857143	0.8	0.6111111111111112	0.6153846153846154	0.8181818181818182	0.972972972972973	0.6470588235294118	0.32	0.8852459016393442	0.8780487804878049	0.6285714285714287	0.4210526315789474	33	74	17	25
3	0.7785234899328859	0.8484848484848485	0.9459459459459459	0.35294117647058826	0.48	0.8484848484848485	0.8333333333333334	0.6666666666666666	0.5217391304347826	0.8484848484848485	0.9459459459459459	0.35294117647058826	0.48	0.8484848484848486	0.8860759493670887	0.46153846153846156	0.4999999999999999	33	74	17	25
4	0.7785234899328859	0.8484848484848485	0.9864864864864865	0.5882352941176471	0.2	0.9333333333333333	0.776595744680851	0.5555555555555556	0.7142857142857143	0.8484848484848485	0.9864864864864865	0.5882352941176471	0.2	0.888888888888889	0.8690476190476191	0.5714285714285715	0.3125	33	74	17	25
5	0.7986577181208053	0.8484848484848485	1.0	0.4117647058823529	0.4	0.9655172413793104	0.8043478260869565	0.5384615384615384	0.6666666666666666	0.8484848484848485	1.0	0.4117647058823529	0.4	0.9032258064516129	0.891566265060241	0.4666666666666667	0.5	33	74	17	25
6	0.7718120805369127	0.7878787878787878	0.9459459459459459	0.8235294117647058	0.2	0.9629629629629629	0.7865168539325843	0.5833333333333334	0.5555555555555556	0.7878787878787878	0.9459459459459459	0.8235294117647058	0.2	0.8666666666666665	0.8588957055214724	0.6829268292682927	0.29411764705882354	33	74	17	25
7	0.7651006711409396	0.8484848484848485	0.972972972972973	0.4117647058823529	0.28	0.9333333333333333	0.782608695652174	0.5	0.5384615384615384	0.8484848484848485	0.972972972972973	0.4117647058823529	0.28	0.888888888888889	0.8674698795180723	0.45161290322580644	0.3684210526315789	33	74	17	25
8	0.8187919463087249	0.8787878787878788	0.9864864864864865	0.5294117647058824	0.44	0.9354838709677419	0.8390804597701149	0.6	0.6875	0.8787878787878788	0.9864864864864865	0.5294117647058824	0.44	0.90625	0.906832298136646	0.5625	0.5365853658536586	33	74	17	25
9	0.8322147651006712	0.8787878787878788	0.972972972972973	0.5882352941176471	0.52	0.9354838709677419	0.8181818181818182	0.9090909090909091	0.6842105263157895	0.8787878787878788	0.972972972972973	0.5882352941176471	0.52	0.90625	0.8888888888888891	0.7142857142857143	0.5909090909090909	33	74	17	25
