rep	mean_score	4Amp_score	4Noamp_score	4s_score	other_score	4Amp_precision	4Noamp_precision	4s_precision	other_precision	4Amp_recall	4Noamp_recall	4s_recall	other_recall	4Amp_f1	4Noamp_f1	4s_f1	other_f1	4Amp_support	4Noamp_support	4s_support	other_support
0	0.7162162162162162	0.8214285714285714	1.0	0.3	0.23333333333333334	0.741935483871	0.752688172043	0.545454545455	0.538461538462	0.821428571429	1.0	0.3	0.233333333333	0.779661016949	0.858895705521	0.387096774194	0.325581395349	28	70	20	30
1	0.7635135135135135	0.78125	0.9027777777777778	0.5789473684210527	0.48	0.833333333333	0.802469135802	0.785714285714	0.521739130435	0.78125	0.902777777778	0.578947368421	0.48	0.806451612903	0.849673202614	0.666666666667	0.5	32	72	19	25
2	0.75	0.8518518518518519	0.961038961038961	0.6428571428571429	0.16666666666666666	0.821428571429	0.795698924731	0.5625	0.454545454545	0.851851851852	0.961038961039	0.642857142857	0.166666666667	0.836363636364	0.870588235294	0.6	0.243902439024	27	77	14	30
3	0.7162162162162162	0.782608695652174	0.9571428571428572	0.45454545454545453	0.3333333333333333	0.72	0.761363636364	0.555555555556	0.647058823529	0.782608695652	0.957142857143	0.454545454545	0.333333333333	0.75	0.848101265823	0.5	0.44	23	70	22	33
4	0.8378378378378378	0.8333333333333334	0.9655172413793104	0.7142857142857143	0.43478260869565216	0.952380952381	0.848484848485	0.666666666667	0.769230769231	0.833333333333	0.965517241379	0.714285714286	0.434782608696	0.888888888889	0.903225806452	0.689655172414	0.555555555556	24	87	14	23
5	0.8243243243243243	0.8064516129032258	0.96	0.5789473684210527	0.6086956521739131	0.806451612903	0.837209302326	0.916666666667	0.736842105263	0.806451612903	0.96	0.578947368421	0.608695652174	0.806451612903	0.894409937888	0.709677419355	0.666666666667	31	75	19	23
6	0.7905405405405406	0.7142857142857143	0.9736842105263158	0.631578947368421	0.44	0.909090909091	0.770833333333	0.8	0.733333333333	0.714285714286	0.973684210526	0.631578947368	0.44	0.8	0.860465116279	0.705882352941	0.55	28	76	19	25
7	0.7162162162162162	0.8	0.9411764705882353	0.55	0.23333333333333334	0.8	0.719101123596	0.916666666667	0.411764705882	0.8	0.941176470588	0.55	0.233333333333	0.8	0.815286624204	0.6875	0.297872340426	30	68	20	30
8	0.75	0.9130434782608695	0.9240506329113924	0.4444444444444444	0.32142857142857145	0.75	0.829545454545	0.8	0.409090909091	0.913043478261	0.924050632911	0.444444444444	0.321428571429	0.823529411765	0.874251497006	0.571428571429	0.36	23	79	18	28
9	0.8108108108108109	0.9375	0.9722222222222222	0.5555555555555556	0.38461538461538464	0.857142857143	0.843373493976	0.769230769231	0.588235294118	0.9375	0.972222222222	0.555555555556	0.384615384615	0.89552238806	0.903225806452	0.645161290323	0.46511627907	32	72	18	26
