rep	mean_score	4Amp_score	4Noamp_score	4s_score	other_score	4Amp_precision	4Noamp_precision	4s_precision	other_precision	4Amp_recall	4Noamp_recall	4s_recall	other_recall	4Amp_f1	4Noamp_f1	4s_f1	other_f1	4Amp_support	4Noamp_support	4s_support	other_support
0	0.7027027027027027	0.8214285714285714	0.9558823529411765	0.38095238095238093	0.25806451612903225	0.741935483871	0.722222222222	0.571428571429	0.615384615385	0.821428571429	0.955882352941	0.380952380952	0.258064516129	0.779661016949	0.822784810127	0.457142857143	0.363636363636	28	68	21	31
1	0.722972972972973	0.9090909090909091	0.961038961038961	0.5882352941176471	0.09375	0.740740740741	0.795698924731	0.5	0.375	0.909090909091	0.961038961039	0.588235294118	0.09375	0.816326530612	0.870588235294	0.540540540541	0.15	22	77	17	32
2	0.75	0.9411764705882353	0.987012987012987	0.3333333333333333	0.36666666666666664	0.695652173913	0.85393258427	0.615384615385	0.478260869565	0.941176470588	0.987012987013	0.333333333333	0.366666666667	0.8	0.915662650602	0.432432432432	0.415094339623	17	77	24	30
3	0.7364864864864865	0.8125	0.9705882352941176	0.42105263157894735	0.3103448275862069	0.962962962963	0.75	0.444444444444	0.6	0.8125	0.970588235294	0.421052631579	0.310344827586	0.881355932203	0.846153846154	0.432432432432	0.409090909091	32	68	19	29
4	0.7364864864864865	0.7307692307692307	0.9855072463768116	0.45454545454545453	0.3870967741935484	0.730769230769	0.76404494382	0.714285714286	0.631578947368	0.730769230769	0.985507246377	0.454545454545	0.387096774194	0.730769230769	0.860759493671	0.555555555556	0.48	26	69	22	31
5	0.7567567567567568	0.7	0.9358974358974359	0.7333333333333333	0.28	0.875	0.752577319588	0.733333333333	0.583333333333	0.7	0.935897435897	0.733333333333	0.28	0.777777777778	0.834285714286	0.733333333333	0.378378378378	30	78	15	25
6	0.7364864864864865	0.7037037037037037	0.9722222222222222	0.625	0.30303030303030304	0.76	0.744680851064	0.588235294118	0.833333333333	0.703703703704	0.972222222222	0.625	0.30303030303	0.730769230769	0.843373493976	0.606060606061	0.444444444444	27	72	16	33
7	0.7432432432432432	0.8214285714285714	0.9859154929577465	0.5294117647058824	0.25	0.851851851852	0.729166666667	0.692307692308	0.666666666667	0.821428571429	0.985915492958	0.529411764706	0.25	0.836363636364	0.838323353293	0.6	0.363636363636	28	71	17	32
8	0.7635135135135135	0.8148148148148148	0.9452054794520548	0.625	0.375	0.814814814815	0.766666666667	0.769230769231	0.666666666667	0.814814814815	0.945205479452	0.625	0.375	0.814814814815	0.846625766871	0.689655172414	0.48	27	73	16	32
9	0.75	0.8518518518518519	0.961038961038961	0.5384615384615384	0.22580645161290322	0.851851851852	0.795698924731	0.368421052632	0.777777777778	0.851851851852	0.961038961039	0.538461538462	0.225806451613	0.851851851852	0.870588235294	0.4375	0.35	27	77	13	31
10	0.7364864864864865	0.7916666666666666	0.9367088607594937	0.5	0.2903225806451613	0.730769230769	0.770833333333	0.7	0.5625	0.791666666667	0.936708860759	0.5	0.290322580645	0.76	0.845714285714	0.583333333333	0.382978723404	24	79	14	31
11	0.7432432432432432	0.8518518518518519	0.9863013698630136	0.3684210526315789	0.27586206896551724	0.821428571429	0.734693877551	1.0	0.533333333333	0.851851851852	0.986301369863	0.368421052632	0.275862068966	0.836363636364	0.842105263158	0.538461538462	0.363636363636	27	73	19	29
12	0.7567567567567568	0.7407407407407407	0.9240506329113924	0.5	0.4166666666666667	0.769230769231	0.802197802198	0.9	0.47619047619	0.740740740741	0.924050632911	0.5	0.416666666667	0.754716981132	0.858823529412	0.642857142857	0.444444444444	27	79	18	24
13	0.7432432432432432	0.8333333333333334	0.918918918918919	0.4	0.375	0.862068965517	0.772727272727	0.727272727273	0.45	0.833333333333	0.918918918919	0.4	0.375	0.847457627119	0.83950617284	0.516129032258	0.409090909091	30	74	20	24
14	0.7972972972972973	0.88	0.9487179487179487	0.7333333333333333	0.36666666666666664	0.846153846154	0.813186813187	0.578947368421	0.916666666667	0.88	0.948717948718	0.733333333333	0.366666666667	0.862745098039	0.87573964497	0.647058823529	0.52380952381	25	78	15	30
15	0.7837837837837838	0.8125	0.9333333333333333	0.47058823529411764	0.5	0.866666666667	0.813953488372	0.727272727273	0.571428571429	0.8125	0.933333333333	0.470588235294	0.5	0.838709677419	0.869565217391	0.571428571429	0.533333333333	32	75	17	24
16	0.7905405405405406	0.8518518518518519	0.9868421052631579	0.36363636363636365	0.4782608695652174	0.884615384615	0.806451612903	1.0	0.52380952381	0.851851851852	0.986842105263	0.363636363636	0.478260869565	0.867924528302	0.887573964497	0.533333333333	0.5	27	76	22	23
17	0.7567567567567568	0.8181818181818182	1.0	0.631578947368421	0.20689655172413793	0.870967741935	0.728260869565	0.705882352941	0.75	0.818181818182	1.0	0.631578947368	0.206896551724	0.84375	0.842767295597	0.666666666667	0.324324324324	33	67	19	29
18	0.7635135135135135	0.8461538461538461	0.9736842105263158	0.5	0.3	0.814814814815	0.787234042553	0.615384615385	0.642857142857	0.846153846154	0.973684210526	0.5	0.3	0.830188679245	0.870588235294	0.551724137931	0.409090909091	26	76	16	30
19	0.7432432432432432	0.84	0.9324324324324325	0.5789473684210527	0.3	0.807692307692	0.793103448276	0.611111111111	0.529411764706	0.84	0.932432432432	0.578947368421	0.3	0.823529411765	0.857142857143	0.594594594595	0.382978723404	25	74	19	30
20	0.7567567567567568	0.88	1.0	0.5882352941176471	0.2571428571428571	0.758620689655	0.797752808989	0.555555555556	0.75	0.88	1.0	0.588235294118	0.257142857143	0.814814814815	0.8875	0.571428571429	0.382978723404	25	71	17	35
21	0.7635135135135135	0.84375	0.9850746268656716	0.47619047619047616	0.35714285714285715	0.818181818182	0.767441860465	0.625	0.769230769231	0.84375	0.985074626866	0.47619047619	0.357142857143	0.830769230769	0.862745098039	0.540540540541	0.487804878049	32	67	21	28
22	0.7837837837837838	0.8947368421052632	0.9404761904761905	0.5	0.4074074074074074	0.653846153846	0.868131868132	0.818181818182	0.55	0.894736842105	0.940476190476	0.5	0.407407407407	0.755555555556	0.902857142857	0.620689655172	0.468085106383	19	84	18	27
23	0.8175675675675675	1.0	1.0	0.4782608695652174	0.4827586206896552	0.827586206897	0.827586206897	0.846153846154	0.736842105263	1.0	1.0	0.478260869565	0.48275862069	0.905660377358	0.905660377358	0.611111111111	0.583333333333	24	72	23	29
24	0.7567567567567568	0.8214285714285714	0.9452054794520548	0.5789473684210527	0.32142857142857145	0.821428571429	0.766666666667	0.647058823529	0.692307692308	0.821428571429	0.945205479452	0.578947368421	0.321428571429	0.821428571429	0.846625766871	0.611111111111	0.439024390244	28	73	19	28
25	0.7837837837837838	1.0	0.9615384615384616	0.45	0.4	0.769230769231	0.862068965517	0.642857142857	0.571428571429	1.0	0.961538461538	0.45	0.4	0.869565217391	0.909090909091	0.529411764706	0.470588235294	20	78	20	30
26	0.7364864864864865	0.7692307692307693	0.9726027397260274	0.5333333333333333	0.29411764705882354	0.833333333333	0.788888888889	0.4	0.714285714286	0.769230769231	0.972602739726	0.533333333333	0.294117647059	0.8	0.871165644172	0.457142857143	0.416666666667	26	73	15	34
27	0.7702702702702703	0.7586206896551724	0.9634146341463414	0.5454545454545454	0.2692307692307692	0.88	0.79797979798	0.5	0.583333333333	0.758620689655	0.963414634146	0.545454545455	0.269230769231	0.814814814815	0.872928176796	0.521739130435	0.368421052632	29	82	11	26
28	0.7702702702702703	0.8333333333333334	0.9863013698630136	0.5	0.3103448275862069	0.735294117647	0.791208791209	0.888888888889	0.642857142857	0.833333333333	0.986301369863	0.5	0.310344827586	0.78125	0.878048780488	0.64	0.418604651163	30	73	16	29
29	0.7837837837837838	0.8333333333333334	0.9714285714285714	0.45	0.4090909090909091	0.967741935484	0.781609195402	0.818181818182	0.473684210526	0.833333333333	0.971428571429	0.45	0.409090909091	0.89552238806	0.866242038217	0.58064516129	0.439024390244	36	70	20	22
30	0.7702702702702703	0.8620689655172413	0.9452054794520548	0.5294117647058824	0.3793103448275862	0.862068965517	0.775280898876	0.75	0.611111111111	0.862068965517	0.945205479452	0.529411764706	0.379310344828	0.862068965517	0.851851851852	0.620689655172	0.468085106383	29	73	17	29
31	0.722972972972973	0.8125	0.9402985074626866	0.42105263157894735	0.3333333333333333	0.787878787879	0.75	0.615384615385	0.555555555556	0.8125	0.940298507463	0.421052631579	0.333333333333	0.8	0.834437086093	0.5	0.416666666667	32	67	19	30
32	0.7432432432432432	0.6551724137931034	0.9487179487179487	0.5	0.36	0.863636363636	0.755102040816	0.8	0.5	0.655172413793	0.948717948718	0.5	0.36	0.745098039216	0.840909090909	0.615384615385	0.418604651163	29	78	16	25
33	0.7094594594594594	0.9166666666666666	0.9420289855072463	0.6470588235294118	0.18421052631578946	0.758620689655	0.730337078652	0.578947368421	0.636363636364	0.916666666667	0.942028985507	0.647058823529	0.184210526316	0.830188679245	0.822784810127	0.611111111111	0.285714285714	24	69	17	38
