rep	mean_score	MYCNA_score	4_score	4s_score	other_score	MYCNA_precision	4_precision	4s_precision	other_precision	MYCNA_recall	4_recall	4s_recall	other_recall	MYCNA_f1	4_f1	4s_f1	other_f1	MYCNA_support	4_support	4s_support	other_support
0	0.7718120805369127	0.7878787878787878	0.972972972972973	0.6470588235294118	0.24	0.9629629629629629	0.782608695652174	0.5	0.75	0.7878787878787878	0.972972972972973	0.6470588235294118	0.24	0.8666666666666665	0.8674698795180723	0.5641025641025642	0.36363636363636365	33	74	17	25
1	0.785234899328859	0.8181818181818182	0.9594594594594594	0.5882352941176471	0.36	0.9642857142857143	0.7802197802197802	0.7142857142857143	0.5625	0.8181818181818182	0.9594594594594594	0.5882352941176471	0.36	0.8852459016393442	0.8606060606060606	0.6451612903225806	0.43902439024390244	33	74	17	25
2	0.785234899328859	0.7878787878787878	0.972972972972973	0.7647058823529411	0.24	0.9629629629629629	0.7659574468085106	0.7222222222222222	0.6	0.7878787878787878	0.972972972972973	0.7647058823529411	0.24	0.8666666666666665	0.8571428571428571	0.7428571428571428	0.34285714285714286	33	74	17	25
3	0.7986577181208053	0.8181818181818182	0.972972972972973	0.8235294117647058	0.24	0.9642857142857143	0.8089887640449438	0.6363636363636364	0.6	0.8181818181818182	0.972972972972973	0.8235294117647058	0.24	0.8852459016393442	0.8834355828220859	0.717948717948718	0.34285714285714286	33	74	17	25
4	0.7651006711409396	0.7878787878787878	0.9594594594594594	0.47058823529411764	0.36	0.896551724137931	0.7717391304347826	0.6666666666666666	0.5625	0.7878787878787878	0.9594594594594594	0.47058823529411764	0.36	0.8387096774193549	0.855421686746988	0.5517241379310345	0.43902439024390244	33	74	17	25
5	0.7785234899328859	0.8181818181818182	0.9864864864864865	0.47058823529411764	0.32	1.0	0.776595744680851	0.5333333333333333	0.6153846153846154	0.8181818181818182	0.9864864864864865	0.47058823529411764	0.32	0.9	0.8690476190476191	0.5	0.4210526315789474	33	74	17	25
6	0.8053691275167785	0.9090909090909091	0.9324324324324325	0.5882352941176471	0.44	0.9375	0.8313253012048193	0.6666666666666666	0.5789473684210527	0.9090909090909091	0.9324324324324325	0.5882352941176471	0.44	0.923076923076923	0.8789808917197452	0.625	0.5	33	74	17	25
7	0.7651006711409396	0.696969696969697	0.9594594594594594	0.6470588235294118	0.36	0.9583333333333334	0.7473684210526316	0.7333333333333333	0.6	0.696969696969697	0.9594594594594594	0.6470588235294118	0.36	0.8070175438596493	0.8402366863905325	0.6875	0.45	33	74	17	25
8	0.785234899328859	0.7575757575757576	0.9594594594594594	0.7058823529411765	0.36	1.0	0.7473684210526316	0.75	0.6923076923076923	0.7575757575757576	0.9594594594594594	0.7058823529411765	0.36	0.8620689655172413	0.8402366863905325	0.7272727272727272	0.47368421052631576	33	74	17	25
9	0.7718120805369127	0.7878787878787878	0.9864864864864865	0.5294117647058824	0.28	0.9629629629629629	0.7684210526315789	0.6428571428571429	0.5384615384615384	0.7878787878787878	0.9864864864864865	0.5294117647058824	0.28	0.8666666666666665	0.8639053254437868	0.5806451612903226	0.3684210526315789	33	74	17	25
10	0.7919463087248322	0.8484848484848485	0.972972972972973	0.6470588235294118	0.28	0.9333333333333333	0.7741935483870968	0.7857142857142857	0.5833333333333334	0.8484848484848485	0.972972972972973	0.6470588235294118	0.28	0.888888888888889	0.8622754491017964	0.7096774193548386	0.3783783783783784	33	74	17	25
11	0.7718120805369127	0.8484848484848485	0.9054054054054054	0.5294117647058824	0.44	0.9655172413793104	0.7790697674418605	0.75	0.5	0.8484848484848485	0.9054054054054054	0.5294117647058824	0.44	0.9032258064516129	0.8375	0.6206896551724139	0.46808510638297873	33	74	17	25
12	0.8120805369127517	0.9090909090909091	0.9459459459459459	0.6470588235294118	0.4	0.9090909090909091	0.8235294117647058	0.6875	0.6666666666666666	0.9090909090909091	0.9459459459459459	0.6470588235294118	0.4	0.9090909090909091	0.8805031446540881	0.6666666666666667	0.5	33	74	17	25
13	0.8456375838926175	0.9090909090909091	0.972972972972973	0.7647058823529411	0.44	0.9090909090909091	0.8275862068965517	0.8666666666666667	0.7857142857142857	0.9090909090909091	0.972972972972973	0.7647058823529411	0.44	0.9090909090909091	0.8944099378881988	0.8125	0.5641025641025641	33	74	17	25
