,TSS200,TSS,promoter,Body,3UTR,CGI_TSS200,CGI_promoter,CGI_Body,CGI_3UTR,CGI,shore,shelf,450k_Enhancer,Phantom4_Enhancers,Phantom5_Enhancers,DMR,RDMR,CDMR,HMM_Island,Regulatory_Feature,DNase_Hypersensitivity,OpenChromatin,TFBS_Evidence
31000,0.073,0.2121290322580645,0.3122258064516129,0.38403225806451613,0.044774193548387096,0.019774193548387095,0.05183870967741935,0.08509677419354839,0.006032258064516129,0.18906451612903225,0.4434193548387097,0.5656129032258065,0.2667741935483871,0.02129032258064516,0.020096774193548387,0.021258064516129032,0.03558064516129032,0.016838709677419354,0.3954516129032258,0.22835483870967743,0.5803870967741935,0.1615483870967742,0.12512903225806452
32000,0.07296875,0.21296875,0.31346875,0.38340625,0.04490625,0.020125,0.0525,0.08540625,0.006,0.18990625,0.44446875,0.56603125,0.2655,0.02175,0.0201875,0.02128125,0.035625,0.01696875,0.39690625,0.2291875,0.57925,0.1620625,0.12565625
33000,0.07284848484848484,0.2126060606060606,0.313,0.38342424242424245,0.04496969696969697,0.020393939393939395,0.05296969696969697,0.08527272727272728,0.00603030303030303,0.1906969696969697,0.44533333333333336,0.5667575757575758,0.265,0.02184848484848485,0.02006060606060606,0.021333333333333333,0.03524242424242424,0.01690909090909091,0.39760606060606063,0.22996969696969696,0.5785454545454546,0.16148484848484848,0.12557575757575756
34000,0.07270588235294118,0.212,0.3123235294117647,0.3837058823529412,0.0445,0.020558823529411765,0.0535,0.08561764705882353,0.006,0.19179411764705884,0.44573529411764706,0.5670588235294117,0.26438235294117646,0.021941176470588235,0.02011764705882353,0.021441176470588234,0.03529411764705882,0.01688235294117647,0.39908823529411763,0.231,0.5789411764705882,0.16123529411764706,0.1255
35000,0.07291428571428571,0.2118,0.312,0.3839142857142857,0.0446,0.02085714285714286,0.05405714285714286,0.08542857142857142,0.0060857142857142854,0.19242857142857142,0.44625714285714285,0.5672571428571429,0.26385714285714285,0.02202857142857143,0.02,0.021714285714285714,0.0352,0.016714285714285713,0.40108571428571427,0.23188571428571428,0.5784571428571429,0.161,0.12548571428571428
36000,0.07291666666666667,0.21205555555555555,0.31175,0.3835,0.04466666666666667,0.02086111111111111,0.05436111111111111,0.08522222222222223,0.006,0.19258333333333333,0.44622222222222224,0.5671388888888889,0.26366666666666666,0.022416666666666668,0.020166666666666666,0.021722222222222223,0.035333333333333335,0.016805555555555556,0.4015,0.23205555555555554,0.5777222222222222,0.16052777777777777,0.12533333333333332
37000,0.07297297297297298,0.2120810810810811,0.31216216216216214,0.38332432432432434,0.044702702702702705,0.02118918918918919,0.05524324324324324,0.08516216216216216,0.006027027027027027,0.19348648648648648,0.4468918918918919,0.5671621621621622,0.26335135135135135,0.022837837837837837,0.019945945945945946,0.021675675675675677,0.035405405405405405,0.01683783783783784,0.4028108108108108,0.23256756756756758,0.576945945945946,0.15997297297297297,0.1254054054054054
38000,0.073,0.21223684210526317,0.3123947368421053,0.3836842105263158,0.044289473684210524,0.02142105263157895,0.05586842105263158,0.08507894736842106,0.006,0.19386842105263158,0.44702631578947366,0.567078947368421,0.26289473684210524,0.02305263157894737,0.019842105263157894,0.021815789473684212,0.03518421052631579,0.016789473684210528,0.4036315789473684,0.23326315789473684,0.5766315789473684,0.15942105263157894,0.12607894736842104
39000,0.07315384615384615,0.2124102564102564,0.31276923076923074,0.38376923076923075,0.0442051282051282,0.02164102564102564,0.05633333333333333,0.08484615384615385,0.005923076923076923,0.19415384615384615,0.4472820512820513,0.5671025641025641,0.2621794871794872,0.023435897435897437,0.019717948717948717,0.022076923076923077,0.035256410256410256,0.016717948717948718,0.40407692307692306,0.23346153846153847,0.5763589743589743,0.159,0.12623076923076923
40000,0.073575,0.212875,0.313475,0.383025,0.044325,0.0222,0.057275,0.084725,0.005975,0.19495,0.447925,0.567725,0.26165,0.0238,0.019675,0.02235,0.035225,0.0167,0.40465,0.23395,0.576575,0.158575,0.126475
41000,0.07412195121951219,0.21329268292682926,0.3140487804878049,0.3825609756097561,0.04414634146341463,0.022829268292682926,0.057975609756097564,0.08465853658536586,0.005926829268292683,0.1958780487804878,0.44809756097560977,0.5679756097560975,0.26053658536585367,0.02426829268292683,0.019658536585365854,0.022609756097560975,0.035317073170731704,0.01675609756097561,0.4053414634146342,0.23453658536585364,0.5767317073170731,0.1577560975609756,0.12595121951219512
42000,0.074,0.21352380952380953,0.31423809523809526,0.3823095238095238,0.04404761904761905,0.023071428571428573,0.058404761904761904,0.08447619047619048,0.005833333333333334,0.1961904761904762,0.44852380952380955,0.5682142857142857,0.2603095238095238,0.0245,0.019809523809523808,0.022857142857142857,0.03507142857142857,0.01680952380952381,0.4056666666666667,0.23492857142857143,0.5763571428571429,0.15735714285714286,0.1259047619047619
43000,0.0742093023255814,0.2139767441860465,0.3146046511627907,0.3821627906976744,0.04430232558139535,0.02355813953488372,0.05925581395348837,0.08451162790697675,0.0058372093023255816,0.19674418604651162,0.44913953488372094,0.5687906976744186,0.2596046511627907,0.024930232558139535,0.019627906976744186,0.022953488372093024,0.03504651162790698,0.016674418604651162,0.4066511627906977,0.23546511627906977,0.5755348837209302,0.1576046511627907,0.12632558139534883
44000,0.07413636363636364,0.21359090909090908,0.31463636363636366,0.38231818181818183,0.0445,0.023704545454545454,0.059522727272727276,0.08445454545454545,0.005818181818181818,0.19702272727272727,0.449,0.5685454545454546,0.2595681818181818,0.025136363636363637,0.01947727272727273,0.023136363636363635,0.03486363636363636,0.016659090909090908,0.40711363636363634,0.23620454545454544,0.5749318181818182,0.1572727272727273,0.12654545454545454
45000,0.07411111111111111,0.2136,0.31437777777777776,0.3824666666666667,0.04451111111111111,0.023866666666666668,0.059955555555555554,0.0842,0.0058222222222222226,0.19724444444444444,0.4488666666666667,0.568,0.2596,0.025244444444444444,0.01962222222222222,0.023155555555555554,0.034777777777777776,0.0166,0.40726666666666667,0.23664444444444444,0.5748666666666666,0.15668888888888888,0.12615555555555555
46000,0.07415217391304348,0.21341304347826087,0.3144782608695652,0.3828913043478261,0.04467391304347826,0.023956521739130435,0.06032608695652174,0.08417391304347827,0.005869565217391304,0.19728260869565217,0.4488478260869565,0.5680652173913043,0.25908695652173913,0.025478260869565218,0.01958695652173913,0.023369565217391305,0.034760869565217394,0.016695652173913042,0.4076739130434783,0.2368913043478261,0.5745652173913044,0.15636956521739132,0.12604347826086956
47000,0.07417021276595745,0.21327659574468086,0.31470212765957445,0.3823617021276596,0.04472340425531915,0.024191489361702127,0.060893617021276596,0.08387234042553192,0.005914893617021277,0.1976595744680851,0.44938297872340427,0.5682978723404255,0.25865957446808513,0.025893617021276596,0.01951063829787234,0.023361702127659575,0.034808510638297874,0.016595744680851062,0.40885106382978725,0.23727659574468085,0.5745531914893617,0.15638297872340426,0.12625531914893617
48000,0.07429166666666667,0.2133125,0.3145833333333333,0.38195833333333334,0.04466666666666667,0.024395833333333332,0.06122916666666667,0.0834375,0.005854166666666666,0.197875,0.44977083333333334,0.5684791666666666,0.25827083333333334,0.0259375,0.019583333333333335,0.023645833333333335,0.034833333333333334,0.0166875,0.40975,0.23735416666666667,0.574375,0.15622916666666667,0.12604166666666666
49000,0.07410204081632653,0.21306122448979592,0.3143673469387755,0.3823061224489796,0.04475510204081633,0.024387755102040817,0.06136734693877551,0.08340816326530612,0.005857142857142857,0.19789795918367348,0.45016326530612244,0.5686734693877551,0.2578979591836735,0.026081632653061224,0.01963265306122449,0.02389795918367347,0.03485714285714286,0.01657142857142857,0.41046938775510206,0.2376530612244898,0.5748367346938775,0.15571428571428572,0.12567346938775512
50000,0.07442,0.21378,0.3151,0.38218,0.04476,0.02468,0.06196,0.0831,0.0059,0.19834,0.45018,0.56864,0.25734,0.02632,0.01966,0.02396,0.0348,0.01654,0.4112,0.23828,0.57476,0.155,0.12586
51000,0.07462745098039215,0.21405882352941177,0.3155294117647059,0.38172549019607843,0.04476470588235294,0.02496078431372549,0.062431372549019606,0.083,0.0059019607843137254,0.19880392156862745,0.4502549019607843,0.5687254901960784,0.25713725490196077,0.02643137254901961,0.01968627450980392,0.024058823529411764,0.034666666666666665,0.01647058823529412,0.4117058823529412,0.23907843137254903,0.5747843137254902,0.15474509803921568,0.12584313725490195
52000,0.07446153846153847,0.214,0.3155769230769231,0.38167307692307695,0.04469230769230769,0.02498076923076923,0.06284615384615384,0.08296153846153846,0.005884615384615385,0.19892307692307692,0.4505769230769231,0.5686730769230769,0.25684615384615384,0.026692307692307692,0.01971153846153846,0.024057692307692308,0.03453846153846154,0.01651923076923077,0.412,0.23928846153846153,0.5747115384615384,0.15446153846153846,0.12592307692307692
53000,0.07481132075471698,0.21449056603773584,0.31556603773584907,0.3822641509433962,0.04469811320754717,0.025264150943396225,0.06328301886792453,0.0830377358490566,0.005905660377358491,0.1990943396226415,0.4505660377358491,0.5687358490566038,0.2563584905660377,0.026849056603773586,0.019660377358490567,0.024132075471698114,0.03450943396226415,0.016660377358490568,0.4118679245283019,0.23930188679245282,0.5745849056603773,0.15435849056603773,0.1261320754716981
54000,0.07481481481481482,0.21462962962962964,0.3155925925925926,0.38222222222222224,0.04466666666666667,0.02525925925925926,0.06335185185185185,0.08275925925925925,0.005888888888888889,0.19898148148148148,0.45035185185185184,0.5687777777777778,0.2561111111111111,0.02688888888888889,0.019703703703703702,0.024037037037037037,0.034444444444444444,0.016648148148148148,0.41203703703703703,0.23925925925925925,0.5738333333333333,0.15431481481481482,0.12607407407407406
55000,0.07483636363636363,0.21458181818181818,0.31563636363636366,0.38238181818181816,0.04476363636363637,0.025454545454545455,0.06376363636363637,0.0826,0.005890909090909091,0.19912727272727274,0.45014545454545457,0.568509090909091,0.2558,0.02721818181818182,0.01972727272727273,0.024127272727272726,0.0346,0.016654545454545453,0.4124,0.23963636363636365,0.5736181818181818,0.1542,0.12585454545454544
56000,0.07492857142857143,0.21517857142857144,0.31635714285714284,0.38223214285714285,0.044875,0.025767857142857144,0.06448214285714286,0.082625,0.0059642857142857145,0.19991071428571427,0.45105357142857144,0.5689821428571429,0.2557857142857143,0.027428571428571427,0.019660714285714285,0.024017857142857143,0.03482142857142857,0.01648214285714286,0.4126964285714286,0.23991071428571428,0.5738392857142857,0.153875,0.125625
57000,0.07508771929824562,0.2152456140350877,0.3163859649122807,0.3817894736842105,0.044789473684210525,0.026017543859649123,0.06508771929824561,0.08266666666666667,0.005929824561403509,0.2007017543859649,0.45126315789473687,0.5694035087719298,0.2554035087719298,0.02768421052631579,0.01968421052631579,0.024105263157894737,0.03478947368421052,0.016508771929824563,0.41333333333333333,0.24056140350877192,0.5735789473684211,0.1539824561403509,0.12570175438596493
58000,0.07537931034482759,0.21624137931034482,0.31701724137931037,0.3816551724137931,0.04468965517241379,0.026344827586206897,0.06558620689655173,0.08274137931034482,0.005879310344827586,0.20103448275862068,0.45189655172413795,0.5697758620689655,0.25482758620689655,0.02775862068965517,0.01953448275862069,0.02403448275862069,0.03477586206896552,0.01646551724137931,0.4139827586206897,0.24089655172413793,0.5736379310344828,0.15370689655172415,0.12548275862068967
59000,0.07520338983050848,0.21627118644067797,0.3172033898305085,0.3811186440677966,0.04496610169491525,0.026406779661016948,0.06591525423728814,0.0825593220338983,0.00588135593220339,0.20096610169491524,0.45213559322033897,0.5698983050847458,0.25442372881355935,0.027728813559322035,0.019508474576271185,0.024135593220338983,0.03474576271186441,0.01657627118644068,0.41435593220338984,0.24103389830508476,0.5732203389830508,0.15366101694915255,0.12577966101694915
60000,0.07531666666666667,0.21648333333333333,0.3176833333333333,0.3809666666666667,0.0451,0.026466666666666666,0.06628333333333333,0.08275,0.0059,0.20148333333333332,0.45281666666666665,0.5703833333333334,0.25411666666666666,0.027966666666666667,0.019683333333333334,0.024183333333333334,0.034833333333333334,0.016466666666666668,0.4148833333333333,0.24136666666666667,0.5733333333333334,0.15346666666666667,0.12581666666666666
61000,0.07559016393442623,0.21672131147540982,0.3182950819672131,0.3809508196721311,0.044950819672131145,0.026721311475409838,0.06665573770491803,0.0829016393442623,0.005901639344262295,0.20209836065573772,0.4530819672131148,0.5704098360655737,0.2540327868852459,0.028098360655737706,0.019737704918032787,0.024245901639344262,0.03477049180327869,0.016491803278688523,0.41532786885245904,0.24181967213114755,0.5734918032786885,0.1533606557377049,0.12591803278688524
62000,0.07579032258064516,0.217,0.3183548387096774,0.3810483870967742,0.04482258064516129,0.027,0.06717741935483872,0.08282258064516129,0.005838709677419355,0.20246774193548386,0.4534032258064516,0.5705645161290323,0.25367741935483873,0.028306451612903225,0.019709677419354837,0.024451612903225808,0.03482258064516129,0.0165,0.41608064516129034,0.24237096774193548,0.5736290322580645,0.15319354838709678,0.1257258064516129
63000,0.0756984126984127,0.21704761904761904,0.3183492063492063,0.38136507936507935,0.04477777777777778,0.02726984126984127,0.06763492063492063,0.08296825396825397,0.005825396825396826,0.20306349206349206,0.4535079365079365,0.5704920634920635,0.2537142857142857,0.028396825396825396,0.019761904761904762,0.024444444444444446,0.034777777777777776,0.016412698412698414,0.41684126984126985,0.24303174603174604,0.5738412698412698,0.15322222222222223,0.12568253968253967
64000,0.075796875,0.2173125,0.31859375,0.381890625,0.044703125,0.0274375,0.06809375,0.083109375,0.00584375,0.203546875,0.454171875,0.5710625,0.253375,0.028578125,0.01978125,0.02459375,0.03475,0.0163125,0.4171875,0.2435,0.5736875,0.153140625,0.125640625
65000,0.07607692307692308,0.21746153846153846,0.3186307692307692,0.3816769230769231,0.04475384615384615,0.0278,0.06850769230769231,0.08304615384615385,0.005876923076923077,0.20373846153846153,0.45413846153846155,0.5711384615384615,0.2530307692307692,0.028723076923076924,0.019738461538461538,0.02463076923076923,0.03463076923076923,0.016246153846153848,0.41756923076923075,0.24378461538461538,0.5734615384615385,0.15278461538461538,0.12553846153846154
66000,0.07639393939393939,0.21783333333333332,0.3190454545454545,0.38143939393939397,0.0445,0.028166666666666666,0.06904545454545455,0.08304545454545455,0.005878787878787879,0.20416666666666666,0.4543787878787879,0.571590909090909,0.25283333333333335,0.028833333333333332,0.01972727272727273,0.024803030303030302,0.03451515151515151,0.01625757575757576,0.4179090909090909,0.24448484848484847,0.5735151515151515,0.1526060606060606,0.1256969696969697
67000,0.0765820895522388,0.21819402985074626,0.31943283582089554,0.38098507462686565,0.04458208955223881,0.028402985074626866,0.06947761194029851,0.08291044776119404,0.0059402985074626866,0.2045820895522388,0.4546268656716418,0.5719253731343283,0.25256716417910446,0.029059701492537313,0.01973134328358209,0.02480597014925373,0.03455223880597015,0.01626865671641791,0.4178955223880597,0.2452089552238806,0.5732686567164179,0.15229850746268656,0.1259402985074627
68000,0.07682352941176471,0.21845588235294117,0.31977941176470587,0.38083823529411764,0.044573529411764706,0.02873529411764706,0.07022058823529412,0.0829264705882353,0.005926470588235294,0.20523529411764707,0.4550441176470588,0.5723382352941176,0.2521470588235294,0.029441176470588235,0.019661764705882354,0.024970588235294116,0.034352941176470586,0.016279411764705883,0.41841176470588237,0.24577941176470589,0.5733088235294118,0.15202941176470589,0.12575
69000,0.07715942028985508,0.21897101449275364,0.32020289855072465,0.380768115942029,0.044594202898550726,0.029028985507246377,0.07062318840579711,0.08285507246376811,0.005942028985507246,0.20540579710144927,0.45504347826086955,0.5722898550724638,0.2518985507246377,0.029492753623188407,0.01956521739130435,0.025188405797101448,0.03418840579710145,0.016318840579710146,0.4190144927536232,0.24597101449275363,0.573304347826087,0.15191304347826087,0.12568115942028985
70000,0.07757142857142857,0.2193142857142857,0.32052857142857144,0.38075714285714285,0.04454285714285714,0.02932857142857143,0.07105714285714286,0.08287142857142857,0.005985714285714286,0.20587142857142857,0.4552285714285714,0.5725428571428571,0.25138571428571427,0.029728571428571427,0.01962857142857143,0.025285714285714286,0.034057142857142855,0.01634285714285714,0.41974285714285714,0.2465142857142857,0.5733285714285714,0.15178571428571427,0.1256857142857143
71000,0.07769014084507042,0.21929577464788733,0.3205211267605634,0.3805211267605634,0.04452112676056338,0.029464788732394366,0.07111267605633803,0.0827887323943662,0.0059577464788732395,0.20598591549295775,0.4551267605633803,0.5723802816901409,0.2515492957746479,0.029774647887323945,0.019591549295774648,0.025295774647887324,0.034014084507042255,0.016267605633802817,0.41995774647887324,0.24669014084507043,0.5731408450704225,0.1516056338028169,0.12556338028169015
72000,0.07786111111111112,0.2195138888888889,0.32080555555555557,0.3805,0.04466666666666667,0.029569444444444443,0.07152777777777777,0.08277777777777778,0.005958333333333334,0.20627777777777778,0.45544444444444443,0.5726944444444444,0.2509166666666667,0.029944444444444444,0.01965277777777778,0.025347222222222222,0.03398611111111111,0.016152777777777776,0.4206666666666667,0.24722222222222223,0.5731527777777777,0.15143055555555557,0.12552777777777777
