,TSS200,TSS,promoter,Body,3UTR,CGI_TSS200,CGI_promoter,CGI_Body,CGI_3UTR,CGI,shore,shelf,450k_Enhancer,Phantom4_Enhancers,Phantom5_Enhancers,DMR,RDMR,CDMR,HMM_Island,Regulatory_Feature,DNase_Hypersensitivity,OpenChromatin,TFBS_Evidence
118000,0.08427966101694916,0.22491525423728814,0.3285084745762712,0.38114406779661014,0.04443220338983051,0.03776271186440678,0.08636440677966102,0.08254237288135594,0.005838983050847458,0.21993220338983052,0.4619830508474576,0.5771864406779661,0.24633050847457627,0.03659322033898305,0.019016949152542373,0.028042372881355932,0.031025423728813558,0.015305084745762712,0.4341440677966102,0.25984745762711864,0.5719915254237288,0.1470593220338983,0.12533898305084745
119000,0.08447058823529412,0.22518487394957984,0.32894117647058824,0.38110084033613445,0.044470588235294116,0.03794957983193277,0.08671428571428572,0.08260504201680673,0.005815126050420168,0.22025210084033614,0.46221848739495797,0.5774285714285714,0.24612605042016808,0.03670588235294118,0.018941176470588236,0.02807563025210084,0.031,0.015294117647058824,0.4344873949579832,0.26026890756302523,0.5719915966386555,0.14719327731092438,0.12538655462184875
120000,0.08469166666666667,0.2254,0.32931666666666665,0.38105,0.0445,0.03818333333333333,0.08706666666666667,0.08265833333333333,0.005816666666666667,0.220525,0.4624,0.5775833333333333,0.24603333333333333,0.036783333333333335,0.018958333333333334,0.02815,0.030983333333333335,0.015258333333333334,0.4346333333333333,0.260575,0.57205,0.147,0.12528333333333333
121000,0.08488429752066115,0.2256611570247934,0.32966115702479337,0.38120661157024793,0.04449586776859504,0.03837190082644628,0.08740495867768595,0.08271074380165289,0.0058016528925619835,0.2208099173553719,0.46268595041322313,0.5779256198347107,0.24592561983471076,0.03694214876033058,0.018975206611570247,0.02828925619834711,0.031041322314049588,0.015206611570247934,0.4347603305785124,0.2608264462809917,0.5719752066115702,0.1470578512396694,0.1252396694214876
122000,0.0850983606557377,0.22586065573770492,0.3299098360655738,0.381172131147541,0.044450819672131145,0.03850819672131148,0.08772950819672132,0.08263114754098361,0.00578688524590164,0.2210327868852459,0.46279508196721314,0.5780819672131148,0.24581147540983606,0.037163934426229506,0.01892622950819672,0.028344262295081968,0.031,0.01521311475409836,0.4349918032786885,0.2610819672131148,0.5719508196721311,0.14695081967213114,0.12520491803278688
123000,0.08532520325203252,0.22608130081300812,0.3301382113821138,0.38110569105691056,0.04443089430894309,0.038723577235772355,0.0880650406504065,0.08260162601626016,0.0057886178861788614,0.2213008130081301,0.46307317073170734,0.5782357723577236,0.245739837398374,0.03730081300813008,0.018902439024390243,0.028365853658536586,0.030959349593495934,0.015154471544715447,0.4351219512195122,0.26128455284552843,0.5719918699186992,0.14678048780487804,0.12504065040650406
124000,0.08539516129032258,0.2261532258064516,0.3300887096774194,0.38110483870967743,0.044475806451612906,0.03882258064516129,0.08826612903225807,0.08254032258064516,0.005806451612903226,0.22143548387096773,0.4632177419354839,0.5783870967741935,0.24578225806451612,0.03742741935483871,0.01886290322580645,0.028403225806451615,0.030919354838709678,0.015153225806451613,0.43528225806451615,0.26154032258064513,0.5718870967741936,0.14666129032258066,0.12501612903225806
125000,0.085576,0.22644,0.330352,0.381112,0.044544,0.03892,0.088576,0.082568,0.005792,0.221816,0.46368,0.578824,0.245368,0.037568,0.018808,0.028504,0.030976,0.015152,0.43564,0.261728,0.571944,0.146648,0.124984
126000,0.0856984126984127,0.22656349206349205,0.33044444444444443,0.38135714285714284,0.04455555555555556,0.039047619047619046,0.08888888888888889,0.08261904761904762,0.0057936507936507935,0.22225396825396826,0.4636984126984127,0.5788809523809524,0.24526190476190476,0.03773809523809524,0.018801587301587302,0.028563492063492065,0.03092857142857143,0.015126984126984128,0.43596825396825395,0.26181746031746034,0.5719047619047619,0.1464126984126984,0.12496825396825396
127000,0.08571653543307087,0.22662992125984252,0.33046456692913384,0.38136220472440946,0.04446456692913386,0.03909448818897638,0.08911023622047244,0.08270866141732283,0.005771653543307087,0.22251968503937009,0.46376377952755904,0.5789842519685039,0.24494488188976377,0.03783464566929134,0.01874803149606299,0.028606299212598427,0.030937007874015748,0.015118110236220473,0.4363464566929134,0.26188976377952755,0.571755905511811,0.1464251968503937,0.12494488188976378
128000,0.0859453125,0.226921875,0.3307890625,0.3814296875,0.0443671875,0.0393359375,0.0896015625,0.0828125,0.0057734375,0.223,0.4641171875,0.57925,0.2448046875,0.0379296875,0.0187890625,0.0286796875,0.030953125,0.0150625,0.4367734375,0.2621953125,0.571890625,0.1463203125,0.1248515625
129000,0.08611627906976745,0.22710077519379845,0.3311705426356589,0.38131007751937984,0.044294573643410856,0.039565891472868216,0.08994573643410853,0.08270542635658915,0.00575968992248062,0.2232170542635659,0.46428682170542634,0.5793178294573643,0.2447829457364341,0.03802325581395349,0.01875968992248062,0.028705426356589146,0.030922480620155037,0.01503875968992248,0.4369612403100775,0.26246511627906977,0.5717131782945737,0.1464341085271318,0.12493023255813954
130000,0.08622307692307692,0.22725384615384617,0.3313846153846154,0.38133076923076925,0.044276923076923075,0.03972307692307692,0.09011538461538461,0.08268461538461538,0.005753846153846154,0.2233,0.4644384615384615,0.5794846153846154,0.24470769230769232,0.038184615384615386,0.018684615384615386,0.028784615384615384,0.03083076923076923,0.015038461538461539,0.4371307692307692,0.2627846153846154,0.5715923076923077,0.14643846153846155,0.12486153846153847
131000,0.08633587786259542,0.22738931297709924,0.3316030534351145,0.3812290076335878,0.04419083969465649,0.03983969465648855,0.09036641221374046,0.08261832061068702,0.005732824427480916,0.22341221374045803,0.46461832061068703,0.5797022900763359,0.24470229007633587,0.03830534351145038,0.018633587786259544,0.028755725190839694,0.03085496183206107,0.01502290076335878,0.43729007633587785,0.26302290076335877,0.5714885496183206,0.1463587786259542,0.125
132000,0.0865,0.22765909090909092,0.3318560606060606,0.3811136363636364,0.04418181818181818,0.03999242424242424,0.0906060606060606,0.08256060606060606,0.0057424242424242425,0.22358333333333333,0.4648409090909091,0.5798636363636364,0.24475757575757576,0.03841666666666667,0.01862878787878788,0.028727272727272726,0.030818181818181817,0.015007575757575758,0.43736363636363634,0.26322727272727275,0.5714318181818182,0.1462878787878788,0.12503787878787878
133000,0.08654887218045113,0.22783458646616542,0.33209022556390977,0.3808947368421053,0.044203007518796994,0.040082706766917296,0.09089473684210526,0.0825187969924812,0.005744360902255639,0.22393233082706768,0.46514285714285714,0.580015037593985,0.24450375939849625,0.0385187969924812,0.01856390977443609,0.028789473684210528,0.03081954887218045,0.015037593984962405,0.4377142857142857,0.2634135338345865,0.5714586466165413,0.14624812030075188,0.12504511278195488
134000,0.08652985074626866,0.2278358208955224,0.3321865671641791,0.3807686567164179,0.044208955223880596,0.040082089552238805,0.09100746268656716,0.08248507462686568,0.005746268656716418,0.22405223880597014,0.4650820895522388,0.5799328358208955,0.24454477611940298,0.0385820895522388,0.01855223880597015,0.02880597014925373,0.030783582089552237,0.014985074626865671,0.4377313432835821,0.26347014925373136,0.5713432835820895,0.14614179104477612,0.12514179104477613
135000,0.08654074074074074,0.22785925925925926,0.3322148148148148,0.38093333333333335,0.044281481481481484,0.0402,0.09128148148148148,0.08249629629629629,0.005725925925925926,0.2243111111111111,0.4652074074074074,0.5799925925925926,0.24454814814814815,0.03875555555555556,0.018518518518518517,0.028859259259259258,0.030740740740740742,0.015037037037037036,0.4379777777777778,0.2635777777777778,0.5713259259259259,0.14604444444444445,0.12518518518518518
136000,0.086625,0.22790441176470588,0.33233823529411766,0.38096323529411763,0.04427941176470588,0.04024264705882353,0.09136029411764705,0.0825,0.0057132352941176474,0.22441911764705882,0.4651838235294118,0.5798602941176471,0.24451470588235294,0.038808823529411764,0.018522058823529412,0.028904411764705883,0.03074264705882353,0.015036764705882354,0.4381323529411765,0.2637794117647059,0.57125,0.146,0.12518382352941176
137000,0.08682481751824818,0.22808029197080293,0.33262773722627736,0.38091970802919706,0.044299270072992704,0.04045985401459854,0.0915912408759124,0.08248175182481751,0.005693430656934307,0.22464233576642337,0.46536496350364964,0.579948905109489,0.24437226277372262,0.03893430656934307,0.018525547445255475,0.028963503649635035,0.030744525547445254,0.015036496350364964,0.43827737226277375,0.26385401459854013,0.5713284671532847,0.14583211678832117,0.12514598540145985
138000,0.087,0.2283840579710145,0.3329782608695652,0.38082608695652176,0.04427536231884058,0.04065217391304348,0.09202898550724638,0.08240579710144927,0.0056956521739130435,0.22494927536231885,0.4656231884057971,0.5801884057971014,0.2442536231884058,0.03905797101449275,0.01853623188405797,0.028905797101449276,0.030644927536231884,0.015028985507246377,0.4384782608695652,0.26421014492753625,0.5713695652173914,0.14572463768115942,0.12518840579710144
139000,0.08709352517985612,0.22858273381294963,0.3332589928057554,0.38067625899280577,0.04430935251798561,0.040820143884892086,0.09225899280575539,0.08238129496402878,0.005683453237410072,0.22516546762589928,0.46570503597122304,0.5801294964028777,0.24416546762589927,0.03920863309352518,0.018510791366906476,0.028892086330935252,0.030633093525179855,0.01502158273381295,0.43864748201438847,0.26437410071942447,0.5713453237410072,0.1455251798561151,0.1251726618705036
140000,0.08729285714285714,0.22879285714285713,0.33352857142857145,0.38040714285714283,0.044321428571428574,0.04101428571428571,0.0926,0.08239285714285714,0.0057,0.22547142857142857,0.46594285714285716,0.5802142857142857,0.2442,0.03932857142857143,0.018485714285714286,0.028907142857142857,0.030607142857142857,0.015021428571428571,0.43885,0.2644642857142857,0.5713428571428572,0.14535,0.12517857142857142
141000,0.08753191489361702,0.2291276595744681,0.33388652482269504,0.3803758865248227,0.04425531914893617,0.04122695035460993,0.09290780141843971,0.08243971631205674,0.005702127659574468,0.2257304964539007,0.46609219858156026,0.5803333333333334,0.24417021276595743,0.0393758865248227,0.01852482269503546,0.02898581560283688,0.03053191489361702,0.015,0.4388439716312057,0.26476595744680853,0.5714609929078014,0.14519148936170212,0.1251418439716312
142000,0.08753521126760563,0.22922535211267606,0.33409154929577467,0.38027464788732396,0.044253521126760564,0.041302816901408454,0.0931830985915493,0.0823943661971831,0.005669014084507042,0.22596478873239437,0.4660774647887324,0.5803098591549296,0.24401408450704226,0.03948591549295775,0.01854225352112676,0.02904225352112676,0.030492957746478873,0.015028169014084507,0.43896478873239436,0.26491549295774647,0.5715070422535211,0.14497887323943662,0.12508450704225352
143000,0.08761538461538461,0.22938461538461538,0.33431468531468533,0.3802937062937063,0.0441958041958042,0.041391608391608395,0.0933986013986014,0.08242657342657343,0.005664335664335664,0.2261048951048951,0.46615384615384614,0.5803006993006993,0.24402797202797202,0.039615384615384615,0.018552447552447553,0.029013986013986012,0.030433566433566435,0.015055944055944057,0.43916083916083914,0.26494405594405596,0.5714125874125874,0.14488811188811188,0.12502097902097903
144000,0.08777083333333334,0.2295625,0.33445833333333336,0.3802291666666667,0.0441875,0.041590277777777775,0.09379861111111111,0.08240972222222222,0.005659722222222222,0.22640277777777779,0.466375,0.5804861111111111,0.2438611111111111,0.0396875,0.0185625,0.029069444444444443,0.030368055555555554,0.015055555555555556,0.4393680555555556,0.2652361111111111,0.5714722222222223,0.14475694444444445,0.12495833333333334
145000,0.08799310344827586,0.22966206896551725,0.3347310344827586,0.38017241379310346,0.04424137931034483,0.041862068965517245,0.09417931034482759,0.08237241379310345,0.005696551724137931,0.2267241379310345,0.4664,0.5804965517241379,0.24384827586206897,0.039793103448275864,0.01852413793103448,0.029082758620689656,0.030344827586206897,0.015006896551724137,0.4394413793103448,0.2654206896551724,0.5714620689655172,0.14461379310344827,0.1248896551724138
146000,0.08823287671232877,0.2299109589041096,0.33493150684931505,0.38022602739726025,0.044205479452054795,0.042075342465753424,0.09442465753424657,0.08231506849315068,0.005691780821917809,0.22693150684931507,0.466527397260274,0.5806438356164384,0.24372602739726026,0.03989041095890411,0.018527397260273974,0.02904109589041096,0.030376712328767125,0.015,0.43974657534246575,0.26567123287671235,0.5715890410958904,0.14449315068493152,0.12486301369863013
147000,0.08838775510204082,0.2300544217687075,0.3350544217687075,0.3801700680272109,0.044156462585034015,0.0422312925170068,0.09475510204081633,0.08229251700680272,0.005673469387755102,0.22714285714285715,0.4664761904761905,0.5805510204081633,0.24353061224489797,0.04008163265306122,0.018537414965986394,0.02898639455782313,0.030326530612244898,0.015027210884353742,0.43994557823129254,0.2658231292517007,0.5715442176870749,0.14441496598639456,0.12476190476190477
148000,0.08852027027027028,0.23032432432432431,0.33528378378378376,0.38014864864864867,0.044101351351351355,0.04235810810810811,0.09493243243243243,0.08232432432432432,0.005655405405405405,0.22725,0.4665810810810811,0.580554054054054,0.24345945945945946,0.040175675675675676,0.018554054054054053,0.029,0.030317567567567566,0.015033783783783785,0.4399797297297297,0.2659797297297297,0.5713851351351351,0.14438513513513512,0.12472297297297297
149000,0.08869798657718121,0.23059731543624162,0.33561073825503357,0.3798993288590604,0.04412751677852349,0.042476510067114094,0.09525503355704698,0.08223489932885907,0.005684563758389262,0.22751677852348992,0.4668724832214765,0.5807181208053691,0.24338255033557046,0.04028859060402685,0.018503355704697987,0.02906040268456376,0.030335570469798658,0.015006711409395973,0.4402214765100671,0.2662885906040268,0.5714765100671141,0.1442751677852349,0.12461744966442953
150000,0.08875333333333334,0.23066,0.33565333333333336,0.3800733333333333,0.04412666666666667,0.042526666666666664,0.09539333333333333,0.08226666666666667,0.00568,0.22759333333333334,0.46702666666666665,0.5808933333333334,0.24332666666666666,0.04038666666666667,0.0185,0.029093333333333332,0.03036,0.01502,0.44021333333333335,0.2664533333333333,0.5715533333333334,0.14414,0.12460666666666667
151000,0.08878145695364238,0.23074834437086092,0.33589403973509935,0.38009271523178806,0.04415894039735099,0.04264238410596027,0.09562913907284769,0.08234437086092715,0.005701986754966888,0.22796688741721854,0.4672980132450331,0.5809735099337748,0.2433112582781457,0.04050331125827815,0.018503311258278147,0.02913245033112583,0.03032450331125828,0.015,0.440523178807947,0.26665562913907287,0.5715099337748344,0.14416556291390728,0.1246887417218543
152000,0.08898026315789474,0.23105263157894737,0.33611842105263157,0.38,0.04423026315789474,0.04282894736842105,0.09594736842105263,0.08240131578947368,0.005703947368421052,0.2282763157894737,0.46742105263157896,0.5809802631578947,0.243125,0.04065131578947368,0.018519736842105262,0.029210526315789475,0.030355263157894736,0.015013157894736843,0.44082236842105266,0.26698684210526313,0.5714934210526316,0.14409868421052632,0.12461184210526316
153000,0.08908496732026144,0.2312483660130719,0.336359477124183,0.3799281045751634,0.04428758169934641,0.04291503267973856,0.0962156862745098,0.08239215686274509,0.005718954248366013,0.22856209150326798,0.46767320261437906,0.5810980392156863,0.24299346405228758,0.04074509803921569,0.01849673202614379,0.02922875816993464,0.030359477124183007,0.014986928104575163,0.44094771241830066,0.2673202614379085,0.571673202614379,0.14400653594771243,0.12454901960784313
154000,0.08917532467532467,0.23138311688311688,0.3365779220779221,0.37986363636363635,0.044227272727272726,0.04297402597402598,0.0964025974025974,0.08232467532467533,0.005707792207792208,0.22867532467532467,0.46766233766233767,0.5809740259740259,0.24292207792207793,0.040857142857142856,0.018467532467532466,0.029285714285714286,0.030324675324675324,0.014980519480519481,0.4412012987012987,0.2675974025974026,0.5717792207792208,0.1439025974025974,0.12450649350649351
155000,0.08924516129032257,0.23156774193548388,0.3368129032258064,0.3799677419354839,0.04418709677419355,0.043103225806451616,0.09672258064516129,0.0824258064516129,0.00572258064516129,0.2289483870967742,0.46785806451612905,0.5810516129032258,0.24292258064516128,0.04098709677419355,0.01843225806451613,0.02932258064516129,0.03027741935483871,0.014980645161290322,0.44136129032258065,0.2678516129032258,0.5717806451612903,0.14393548387096775,0.1245483870967742
156000,0.08931410256410256,0.23163461538461538,0.33690384615384616,0.37999358974358977,0.04423076923076923,0.043166666666666666,0.0968974358974359,0.08242307692307692,0.005717948717948718,0.22915384615384615,0.4678653846153846,0.5809294871794872,0.2429871794871795,0.041,0.018442307692307692,0.029384615384615384,0.030307692307692306,0.014942307692307692,0.4412115384615385,0.268025641025641,0.5717948717948718,0.14376282051282052,0.12453846153846154
157000,0.08956687898089172,0.2318407643312102,0.33719745222929937,0.3797324840764331,0.04422929936305733,0.04336942675159235,0.09726751592356687,0.08236305732484077,0.005707006369426752,0.2295095541401274,0.4680191082802548,0.5811528662420382,0.24285987261146497,0.041127388535031846,0.018452229299363056,0.029439490445859872,0.030242038216560508,0.014929936305732484,0.44148407643312104,0.26840127388535034,0.5718025477707006,0.14371337579617835,0.12464968152866242
158000,0.08963291139240506,0.23191772151898735,0.3373607594936709,0.37969620253164554,0.04426582278481013,0.043455696202531646,0.09743037974683544,0.08230379746835444,0.005734177215189874,0.22968354430379748,0.46814556962025317,0.5812215189873418,0.24268987341772152,0.04128481012658228,0.01838607594936709,0.02941772151898734,0.030227848101265824,0.014924050632911393,0.44176582278481014,0.26851898734177215,0.571753164556962,0.14365189873417722,0.12475949367088608
159000,0.08964779874213837,0.231937106918239,0.33746540880503145,0.3797106918238994,0.044226415094339624,0.04354716981132076,0.09764779874213836,0.08228930817610063,0.005729559748427673,0.22991194968553458,0.46827044025157233,0.581251572327044,0.24265408805031446,0.04132704402515723,0.01842138364779874,0.02940880503144654,0.030169811320754716,0.014905660377358491,0.4419496855345912,0.2686603773584906,0.571811320754717,0.14366037735849058,0.12472955974842767
160000,0.08976875,0.23213125,0.33783125,0.37960625,0.04425,0.04370625,0.0979125,0.08230625,0.0057125,0.2302375,0.4685,0.58146875,0.242625,0.0413875,0.0183875,0.0294875,0.03008125,0.01491875,0.442075,0.269025,0.57185625,0.14358125,0.12469375
161000,0.08993788819875777,0.23230434782608694,0.33803726708074533,0.37964596273291923,0.04428571428571428,0.0438944099378882,0.09818012422360249,0.08222981366459628,0.005708074534161491,0.23034782608695653,0.46860248447204966,0.5815031055900621,0.24259006211180123,0.04150310559006211,0.018416149068322982,0.029540372670807453,0.030080745341614906,0.014937888198757764,0.4421801242236025,0.269416149068323,0.5719006211180124,0.1435031055900621,0.1247391304347826
162000,0.0900925925925926,0.23242592592592592,0.3382283950617284,0.37969753086419755,0.04430246913580247,0.04408024691358025,0.09853703703703703,0.08227777777777778,0.005703703703703704,0.2306604938271605,0.4687716049382716,0.5816358024691358,0.24235185185185185,0.041666666666666664,0.018376543209876542,0.029555555555555557,0.030055555555555554,0.014944444444444444,0.44246913580246916,0.26974691358024694,0.572037037037037,0.14341358024691359,0.12474074074074074
163000,0.09018404907975461,0.23252760736196318,0.33842944785276075,0.3797239263803681,0.044263803680981595,0.04415337423312883,0.09874846625766871,0.08226993865030675,0.005687116564417178,0.23077300613496932,0.4687730061349693,0.5816441717791411,0.2422515337423313,0.04176687116564417,0.01834355828220859,0.02960122699386503,0.03005521472392638,0.014914110429447854,0.44258282208588956,0.2699877300613497,0.5720429447852761,0.14333742331288343,0.1247239263803681
164000,0.09026829268292683,0.23259146341463416,0.33860365853658536,0.37973780487804876,0.04426219512195122,0.04423780487804878,0.09897560975609757,0.08229268292682927,0.0056829268292682925,0.23095731707317074,0.468859756097561,0.5816585365853658,0.2421341463414634,0.04182926829268293,0.018323170731707316,0.029640243902439023,0.03,0.014914634146341463,0.4428353658536585,0.27022560975609755,0.572109756097561,0.14322560975609755,0.12461585365853659
165000,0.09035151515151515,0.23273939393939394,0.33875151515151514,0.37987878787878787,0.044236363636363636,0.044333333333333336,0.09913939393939394,0.08225454545454546,0.005672727272727273,0.2311030303030303,0.4689030303030303,0.5817818181818182,0.24206666666666668,0.041957575757575756,0.01833939393939394,0.029684848484848484,0.029945454545454546,0.014884848484848485,0.4430121212121212,0.27035757575757574,0.5721333333333334,0.14317575757575757,0.12456363636363636
166000,0.0904578313253012,0.23282530120481928,0.33895180722891566,0.37983734939759034,0.04421084337349398,0.04451204819277108,0.09938554216867469,0.08218072289156626,0.005650602409638554,0.23133734939759037,0.469078313253012,0.5819638554216867,0.24197590361445784,0.042042168674698795,0.01830120481927711,0.02969277108433735,0.029897590361445785,0.014903614457831326,0.4430542168674699,0.2706204819277108,0.5721746987951807,0.14309638554216866,0.12465662650602409
167000,0.09059880239520958,0.2329940119760479,0.33921556886227544,0.37979041916167666,0.04416167664670659,0.04461676646706587,0.09967664670658682,0.08217964071856287,0.0056467065868263475,0.23162874251497007,0.4691616766467066,0.5821377245508982,0.24190419161676646,0.04217964071856287,0.01829940119760479,0.029754491017964072,0.029880239520958085,0.014856287425149701,0.44334730538922157,0.2709041916167665,0.572185628742515,0.14308982035928144,0.12475449101796407
168000,0.09080357142857143,0.2333095238095238,0.3395416666666667,0.37961904761904763,0.044196428571428574,0.04480952380952381,0.09994642857142857,0.08205357142857143,0.005648809523809524,0.23175,0.4692797619047619,0.5822261904761905,0.24169642857142856,0.042303571428571426,0.01826190476190476,0.029744047619047618,0.029785714285714287,0.014833333333333334,0.4434404761904762,0.271202380952381,0.5721845238095238,0.14295238095238094,0.12473214285714286
169000,0.09095266272189349,0.23340236686390534,0.3395976331360947,0.37960355029585796,0.04421301775147929,0.04498224852071006,0.10016568047337278,0.08207692307692308,0.005644970414201184,0.23192899408284023,0.469284023668639,0.5822544378698224,0.24171597633136094,0.042414201183431956,0.018218934911242605,0.029733727810650888,0.029715976331360947,0.01483431952662722,0.44357988165680473,0.2713491124260355,0.5722721893491124,0.14284023668639054,0.12463905325443787
170000,0.09102941176470589,0.23358235294117646,0.3398764705882353,0.3795411764705882,0.04416470588235294,0.0451,0.10041764705882353,0.08205882352941177,0.005635294117647059,0.2321294117647059,0.4694235294117647,0.5823941176470588,0.2416529411764706,0.04248235294117647,0.018223529411764704,0.02976470588235294,0.029688235294117647,0.014858823529411765,0.44371764705882355,0.2716235294117647,0.5722529411764706,0.14279411764705882,0.12464705882352942
171000,0.09119298245614035,0.23378947368421052,0.34003508771929825,0.3795029239766082,0.04416374269005848,0.04521637426900585,0.10065497076023391,0.08201754385964913,0.005631578947368421,0.2322690058479532,0.46951461988304094,0.5824385964912281,0.24156140350877192,0.04253801169590643,0.018187134502923977,0.02982456140350877,0.029678362573099415,0.014812865497076024,0.44387134502923975,0.2717953216374269,0.5721052631578948,0.1428187134502924,0.12478947368421052
172000,0.09137790697674418,0.23403488372093023,0.3402674418604651,0.37940697674418605,0.04420348837209302,0.04541860465116279,0.1009767441860465,0.08206395348837209,0.0056453488372093024,0.2326046511627907,0.4697674418604651,0.5826744186046512,0.24145348837209302,0.0426046511627907,0.018174418604651164,0.029918604651162792,0.029645348837209304,0.014843023255813954,0.4441686046511628,0.27201162790697675,0.57225,0.14261627906976745,0.12473255813953488
173000,0.09145664739884393,0.23428901734104046,0.3406242774566474,0.3793757225433526,0.04417919075144509,0.04553179190751445,0.1011907514450867,0.0820635838150289,0.005630057803468208,0.23282658959537572,0.46990751445086704,0.5826936416184971,0.2413699421965318,0.04267630057803468,0.01815606936416185,0.02986705202312139,0.02961849710982659,0.014838150289017341,0.4443063583815029,0.2722312138728324,0.5722312138728324,0.1425780346820809,0.12469364161849711
174000,0.0915287356321839,0.23435632183908045,0.3406034482758621,0.37923563218390804,0.0441551724137931,0.045620689655172415,0.10131609195402298,0.082,0.005632183908045977,0.2329080459770115,0.4699195402298851,0.5827298850574713,0.24122413793103448,0.04272413793103448,0.01814367816091954,0.029885057471264367,0.029522988505747125,0.014810344827586207,0.4444022988505747,0.272316091954023,0.5720977011494253,0.14245977011494254,0.12463218390804598
175000,0.09167428571428571,0.23456,0.34075428571428573,0.37932,0.04413142857142857,0.04579428571428571,0.10157142857142858,0.08207428571428571,0.005617142857142857,0.23318857142857144,0.47008,0.5829028571428572,0.24110857142857142,0.04285142857142857,0.018097142857142857,0.029914285714285713,0.029422857142857143,0.014828571428571429,0.44464,0.27259428571428573,0.5721085714285714,0.1424,0.12466285714285714
176000,0.09175568181818182,0.2345625,0.34085795454545453,0.3792670454545455,0.04413636363636363,0.04586363636363636,0.10176704545454546,0.08205113636363637,0.005625,0.23332386363636365,0.47004545454545454,0.5828579545454545,0.24113636363636365,0.04290340909090909,0.018130681818181817,0.029943181818181817,0.02943181818181818,0.01484090909090909,0.44469886363636363,0.27282386363636363,0.5721193181818182,0.14226704545454547,0.12460227272727273
177000,0.09182485875706214,0.23463276836158192,0.34096610169491526,0.3791525423728814,0.04416949152542373,0.04592090395480226,0.10190960451977402,0.08203954802259887,0.0056214689265536725,0.23338418079096046,0.4700508474576271,0.5827627118644068,0.2410677966101695,0.042977401129943506,0.018096045197740114,0.02996045197740113,0.029440677966101694,0.014836158192090396,0.4447627118644068,0.2730112994350283,0.5719830508474576,0.14218079096045197,0.12464406779661016
178000,0.09201685393258427,0.2348258426966292,0.34115730337078654,0.37910112359550563,0.044185393258426964,0.04607303370786517,0.10217415730337079,0.08203370786516855,0.0056067415730337074,0.2336067415730337,0.47008988764044946,0.5828539325842697,0.24091573033707867,0.04303370786516854,0.01808426966292135,0.02993820224719101,0.029398876404494383,0.014842696629213482,0.44487640449438204,0.2731910112359551,0.5719325842696629,0.14207303370786517,0.12459550561797753
179000,0.0921731843575419,0.23496648044692736,0.34130167597765365,0.3789832402234637,0.044201117318435755,0.04624022346368715,0.10240223463687151,0.08199441340782122,0.005620111731843575,0.23383240223463686,0.4703240223463687,0.5830446927374302,0.24089944134078212,0.04312290502793296,0.018106145251396647,0.02995530726256983,0.02936871508379888,0.014815642458100558,0.44505027932960894,0.27333519553072627,0.5720055865921788,0.14202793296089386,0.12454748603351955
180000,0.09235,0.23501111111111112,0.34150555555555556,0.3787888888888889,0.04423333333333333,0.0464,0.10266666666666667,0.08195555555555556,0.0056166666666666665,0.23405555555555554,0.4705111111111111,0.5831888888888889,0.2409111111111111,0.0432,0.018072222222222222,0.029961111111111112,0.029322222222222222,0.014805555555555556,0.44527222222222224,0.2735388888888889,0.5720333333333333,0.14201666666666668,0.12462777777777778
181000,0.09253591160220995,0.23529834254143647,0.34181767955801107,0.3787348066298343,0.04419889502762431,0.04658011049723757,0.10294475138121546,0.08198342541436464,0.005591160220994475,0.23434806629834254,0.47080662983425414,0.5833812154696133,0.240707182320442,0.043265193370165746,0.018077348066298342,0.030005524861878453,0.029298342541436463,0.014795580110497237,0.44543093922651933,0.2736850828729282,0.5720441988950277,0.14191712707182322,0.12460773480662983
182000,0.09258791208791209,0.23544505494505494,0.34208791208791206,0.37886263736263737,0.044164835164835166,0.04662087912087912,0.10316483516483517,0.0820879120879121,0.005582417582417582,0.2346043956043956,0.4710494505494506,0.5835934065934066,0.2405,0.04336813186813187,0.01804945054945055,0.030038461538461538,0.029247252747252747,0.014807692307692308,0.44545054945054946,0.2738626373626374,0.5721428571428572,0.14175824175824175,0.124489010989011
183000,0.09279781420765028,0.2355846994535519,0.3423224043715847,0.3787978142076503,0.04418579234972678,0.046792349726775956,0.10343169398907104,0.0821311475409836,0.005562841530054645,0.2348688524590164,0.47124043715846997,0.5837431693989071,0.24043169398907105,0.04351366120218579,0.018043715846994535,0.03007103825136612,0.029224043715846994,0.014825136612021858,0.44563934426229507,0.2741584699453552,0.5722568306010929,0.14166666666666666,0.12445355191256831
184000,0.09291304347826088,0.23580978260869565,0.3426032608695652,0.378679347826087,0.04414130434782609,0.04691847826086957,0.10370108695652173,0.08208695652173913,0.005559782608695652,0.23505978260869564,0.4714728260869565,0.5838858695652174,0.2403586956521739,0.04366304347826087,0.018005434782608697,0.030146739130434783,0.029184782608695652,0.014826086956521739,0.4456304347826087,0.27445108695652176,0.5722228260869565,0.1416032608695652,0.1245054347826087
185000,0.09308648648648649,0.23591891891891892,0.34288108108108106,0.3785783783783784,0.044108108108108106,0.04704864864864865,0.10391891891891891,0.08207027027027027,0.005572972972972973,0.23536216216216216,0.47156756756756757,0.5840432432432432,0.24035675675675675,0.043756756756756755,0.018,0.03015135135135135,0.029129729729729728,0.014827027027027028,0.44574594594594596,0.2745027027027027,0.5721459459459459,0.1415081081081081,0.12450810810810811
