rep	mean_score	MYCNA_score	4_score	4s_score	other_score	MYCNA_precision	4_precision	4s_precision	other_precision	MYCNA_recall	4_recall	4s_recall	other_recall	MYCNA_f1	4_f1	4s_f1	other_f1	MYCNA_support	4_support	4s_support	other_support
0	0.7919463087248322	0.8181818181818182	0.9459459459459459	0.6470588235294118	0.4	0.9	0.7692307692307693	0.7333333333333333	0.7692307692307693	0.8181818181818182	0.9459459459459459	0.6470588235294118	0.4	0.8571428571428572	0.8484848484848485	0.6875	0.5263157894736842	33	74	17	25
1	0.8389261744966443	0.9696969696969697	0.9864864864864865	0.6470588235294118	0.36	0.9696969696969697	0.8390804597701149	0.7333333333333333	0.6428571428571429	0.9696969696969697	0.9864864864864865	0.6470588235294118	0.36	0.9696969696969697	0.906832298136646	0.6875	0.4615384615384615	33	74	17	25
2	0.7919463087248322	0.8484848484848485	0.9324324324324325	0.5294117647058824	0.48	0.9333333333333333	0.8214285714285714	0.6923076923076923	0.5454545454545454	0.8484848484848485	0.9324324324324325	0.5294117647058824	0.48	0.888888888888889	0.8734177215189872	0.5999999999999999	0.5106382978723404	33	74	17	25
3	0.8053691275167785	0.8484848484848485	0.9594594594594594	0.7647058823529411	0.32	0.9655172413793104	0.8352941176470589	0.5416666666666666	0.7272727272727273	0.8484848484848485	0.9594594594594594	0.7647058823529411	0.32	0.9032258064516129	0.8930817610062894	0.6341463414634146	0.4444444444444444	33	74	17	25
4	0.7583892617449665	0.8484848484848485	0.9594594594594594	0.4117647058823529	0.28	0.9655172413793104	0.7634408602150538	0.4375	0.6363636363636364	0.8484848484848485	0.9594594594594594	0.4117647058823529	0.28	0.9032258064516129	0.8502994011976047	0.42424242424242425	0.3888888888888889	33	74	17	25
5	0.7718120805369127	0.8181818181818182	0.9864864864864865	0.47058823529411764	0.28	0.9310344827586207	0.7849462365591398	0.5	0.6363636363636364	0.8181818181818182	0.9864864864864865	0.47058823529411764	0.28	0.8709677419354839	0.8742514970059879	0.48484848484848486	0.3888888888888889	33	74	17	25
6	0.7718120805369127	0.8181818181818182	0.9594594594594594	0.5294117647058824	0.32	0.9642857142857143	0.7553191489361702	0.6	0.6666666666666666	0.8181818181818182	0.9594594594594594	0.5294117647058824	0.32	0.8852459016393442	0.8452380952380952	0.5625	0.43243243243243246	33	74	17	25
7	0.7919463087248322	0.8181818181818182	0.9864864864864865	0.35294117647058826	0.48	0.9642857142857143	0.7448979591836735	0.8571428571428571	0.75	0.8181818181818182	0.9864864864864865	0.35294117647058826	0.48	0.8852459016393442	0.8488372093023255	0.5	0.5853658536585366	33	74	17	25
8	0.7449664429530202	0.8787878787878788	0.9324324324324325	0.35294117647058826	0.28	0.9354838709677419	0.7752808988764045	0.46153846153846156	0.4375	0.8787878787878788	0.9324324324324325	0.35294117647058826	0.28	0.90625	0.8466257668711658	0.4000000000000001	0.34146341463414637	33	74	17	25
9	0.7651006711409396	0.7575757575757576	0.9324324324324325	0.7058823529411765	0.32	0.8928571428571429	0.7582417582417582	0.7058823529411765	0.6153846153846154	0.7575757575757576	0.9324324324324325	0.7058823529411765	0.32	0.819672131147541	0.8363636363636363	0.7058823529411765	0.4210526315789474	33	74	17	25
10	0.7583892617449665	0.9090909090909091	0.9324324324324325	0.5882352941176471	0.16	0.9375	0.7666666666666667	0.5263157894736842	0.5	0.9090909090909091	0.9324324324324325	0.5882352941176471	0.16	0.923076923076923	0.8414634146341464	0.5555555555555555	0.24242424242424243	33	74	17	25
11	0.7986577181208053	0.8484848484848485	0.9864864864864865	0.6470588235294118	0.28	0.9655172413793104	0.8111111111111111	0.6111111111111112	0.5833333333333334	0.8484848484848485	0.9864864864864865	0.6470588235294118	0.28	0.9032258064516129	0.8902439024390244	0.6285714285714287	0.3783783783783784	33	74	17	25
12	0.8120805369127517	0.9393939393939394	0.9864864864864865	0.5882352941176471	0.28	0.9393939393939394	0.8111111111111111	0.7142857142857143	0.5833333333333334	0.9393939393939394	0.9864864864864865	0.5882352941176471	0.28	0.9393939393939394	0.8902439024390244	0.6451612903225806	0.3783783783783784	33	74	17	25
13	0.8053691275167785	0.7878787878787878	0.9459459459459459	0.7647058823529411	0.44	1.0	0.7865168539325843	0.7647058823529411	0.6470588235294118	0.7878787878787878	0.9459459459459459	0.7647058823529411	0.44	0.8813559322033898	0.8588957055214724	0.7647058823529412	0.5238095238095238	33	74	17	25
14	0.7718120805369127	0.8181818181818182	0.9594594594594594	0.5294117647058824	0.32	1.0	0.7634408602150538	0.6	0.5714285714285714	0.8181818181818182	0.9594594594594594	0.5294117647058824	0.32	0.9	0.8502994011976047	0.5625	0.41025641025641024	33	74	17	25
15	0.7583892617449665	0.7575757575757576	0.972972972972973	0.5294117647058824	0.28	1.0	0.7659574468085106	0.5	0.5833333333333334	0.7575757575757576	0.972972972972973	0.5294117647058824	0.28	0.8620689655172413	0.8571428571428571	0.5142857142857143	0.3783783783783784	33	74	17	25
16	0.8053691275167785	0.9696969696969697	0.9594594594594594	0.6470588235294118	0.24	1.0	0.7888888888888889	0.7333333333333333	0.5	0.9696969696969697	0.9594594594594594	0.6470588235294118	0.24	0.9846153846153847	0.8658536585365852	0.6875	0.32432432432432434	33	74	17	25
17	0.7785234899328859	0.8484848484848485	0.9459459459459459	0.5882352941176471	0.32	0.9333333333333333	0.7608695652173914	0.7142857142857143	0.6153846153846154	0.8484848484848485	0.9459459459459459	0.5882352941176471	0.32	0.888888888888889	0.8433734939759038	0.6451612903225806	0.4210526315789474	33	74	17	25
18	0.7651006711409396	0.7272727272727273	0.918918918918919	0.7058823529411765	0.4	0.8888888888888888	0.7727272727272727	0.631578947368421	0.6666666666666666	0.7272727272727273	0.918918918918919	0.7058823529411765	0.4	0.7999999999999999	0.8395061728395061	0.6666666666666667	0.5	33	74	17	25
19	0.8120805369127517	0.8484848484848485	0.9324324324324325	0.5882352941176471	0.56	0.9333333333333333	0.8117647058823529	0.9090909090909091	0.6086956521739131	0.8484848484848485	0.9324324324324325	0.5882352941176471	0.56	0.888888888888889	0.8679245283018868	0.7142857142857143	0.5833333333333334	33	74	17	25
20	0.8053691275167785	0.8181818181818182	0.972972972972973	0.5294117647058824	0.48	0.9642857142857143	0.8181818181818182	0.5294117647058824	0.75	0.8181818181818182	0.972972972972973	0.5294117647058824	0.48	0.8852459016393442	0.8888888888888891	0.5294117647058824	0.5853658536585366	33	74	17	25
21	0.7248322147651006	0.7272727272727273	0.9459459459459459	0.4117647058823529	0.28	0.9230769230769231	0.7692307692307693	0.5	0.3888888888888889	0.7272727272727273	0.9459459459459459	0.4117647058823529	0.28	0.8135593220338984	0.8484848484848485	0.45161290322580644	0.32558139534883723	33	74	17	25
22	0.785234899328859	0.9090909090909091	0.9594594594594594	0.5882352941176471	0.24	0.9090909090909091	0.8160919540229885	0.5263157894736842	0.6	0.9090909090909091	0.9594594594594594	0.5882352941176471	0.24	0.9090909090909091	0.8819875776397516	0.5555555555555555	0.34285714285714286	33	74	17	25
23	0.7651006711409396	0.8484848484848485	0.9594594594594594	0.6470588235294118	0.16	0.9333333333333333	0.8068181818181818	0.4782608695652174	0.5	0.8484848484848485	0.9594594594594594	0.6470588235294118	0.16	0.888888888888889	0.8765432098765431	0.55	0.24242424242424243	33	74	17	25
24	0.7986577181208053	0.7878787878787878	0.9864864864864865	0.7058823529411765	0.32	1.0	0.7604166666666666	0.7058823529411765	0.8	0.7878787878787878	0.9864864864864865	0.7058823529411765	0.32	0.8813559322033898	0.8588235294117647	0.7058823529411765	0.45714285714285713	33	74	17	25
25	0.7785234899328859	0.7575757575757576	0.9594594594594594	0.6470588235294118	0.36	1.0	0.7473684210526316	0.7857142857142857	0.6	0.7575757575757576	0.9594594594594594	0.6470588235294118	0.36	0.8620689655172413	0.8402366863905325	0.7096774193548386	0.45	33	74	17	25
26	0.7718120805369127	0.8787878787878788	0.918918918918919	0.5882352941176471	0.32	1.0	0.7640449438202247	0.7142857142857143	0.47058823529411764	0.8787878787878788	0.918918918918919	0.5882352941176471	0.32	0.9354838709677419	0.8343558282208589	0.6451612903225806	0.38095238095238104	33	74	17	25
27	0.7785234899328859	0.9090909090909091	0.9594594594594594	0.47058823529411764	0.28	0.967741935483871	0.8255813953488372	0.5714285714285714	0.3888888888888889	0.9090909090909091	0.9594594594594594	0.47058823529411764	0.28	0.9374999999999999	0.8875000000000001	0.5161290322580646	0.32558139534883723	33	74	17	25
28	0.7986577181208053	0.8787878787878788	0.9324324324324325	0.6470588235294118	0.4	0.9354838709677419	0.8117647058823529	0.7857142857142857	0.5263157894736842	0.8787878787878788	0.9324324324324325	0.6470588235294118	0.4	0.90625	0.8679245283018868	0.7096774193548386	0.45454545454545453	33	74	17	25
